Galaxy,P_DE (SL24) [kB.K/cm3],e_P_DE (SL24) [kB.K/cm3],W_CO21 [K.km/s],e_W_CO21 [K.km/s],W_CO10 [K.km/s],e_W_CO10 [K.km/s],W_HCN [K.km/s],e_W_HCN [K.km/s],W_HCOP [K.km/s],e_W_HCOP [K.km/s],SD_mol_MW [Msun/pc2],e_SD_mol_MW [Msun/pc2],SD_mol_SL24 [Msun/pc2],e_SD_mol_SL24 [Msun/pc2],SD_dense [Msun/pc2],e_SD_dense [Msun/pc2],SD_SFR [Msun/yr/kpc2],e_SD_SFR [Msun/yr/kpc2],SD_SFR [Msun/yr/kpc2] (no inclination correction),e_SD_SFR [Msun/yr/kpc2] (no inclination correction),Survey
ngc1511,31206.453598176635,20869.57764967195,2.9247577692230053,0.09840153729140633,4.885669691463159,0.22987750529312276,0.09413244712656405,0.03509059744782152,0.13908950002789627,0.028722267445837963,6.320008030387626,0.297365104725882,9.7902989171024,0.46064708284924205,0.41988936916343733,0.156525929960403,0.01019703202396651,5.339293099478224e-05,0.03429016003988023,0.00017954755310233767,ALMOND
ngc1511,48251.941194889456,24257.049112997538,4.401905406743936,0.06740082718212734,6.836596742299662,0.15254050414764572,0.15040295405469806,0.024213388089733643,0.1332364735549163,0.029158358661663473,8.84368961482454,0.19732345247510633,13.404600774325408,0.2990880751181645,0.6708908928441428,0.10800679851271654,0.016632019461398067,4.004469824608669e-05,0.055929471220381395,0.00013466066482675326,ALMOND
ngc1511,65326.56481563758,58545.77532929545,5.219380390481092,0.21376424621588364,8.152133317264333,0.514585082611402,0.05533518991433084,0.040571319757087235,0.12286125556056503,0.04384761564000424,10.545442341287597,0.6656573325258464,22.189789962495873,1.4006805895579237,0.24682942699266752,0.18097336655900104,0.01926807471409902,7.163413393337314e-05,0.06479388944292236,0.00024088832035834817,ALMOND
ngc1511,91796.1760331214,61545.271149465705,10.362240206062172,0.027064847195964685,14.701509891972005,0.03858274972977964,0.31682545240780907,0.03588593549747979,0.352089358701859,0.04733503495348128,19.017589490021468,0.04990990048973557,20.237166561145443,0.05311056744551872,1.4132389352161467,0.160073633245899,0.03899851540851898,5.339293099478225e-05,0.13114260419432053,0.0001795475531023377,ALMOND
ngc1511,144465.65969904797,288931.31939809595,17.82111069187522,0.0832810307563921,23.86667530987337,0.11153296530729531,-0.07006694217125187,0.10814901371246238,0.924746518721804,0.12032619851133089,30.873470607441124,0.14427689158493867,29.18454773959961,0.13638427255945845,-0.312542221577873,0.4824119900157036,0.06518685883323769,0.0001601787929843467,0.21920768873091281,0.0005386426593070129,ALMOND
ngc1511,180458.44025365682,162555.48122598697,15.688829628750682,0.2607579670411333,21.09866997483442,0.5815550934115323,0.3090451670868788,0.042278698219633135,0.6575398591230623,0.045359331893053495,27.29283232234189,0.75228844612559,46.603731667437756,1.2845661624884226,1.3785340147021332,0.18858933838854172,0.05938371368627341,7.163413393337314e-05,0.19969311082663999,0.00024088832035834817,ALMOND
ngc1566,11923.296545042727,2803.632907372345,0.17540278735495657,0.008151251852546244,0.3528365278031169,0.017847228126496053,-0.0005942697680438868,0.005949049317629796,-0.0021562540336760813,0.007784093743813826,1.335855775434583,0.0675704494563606,1.3077619407707815,0.06614940306041402,-0.0077583911631281975,0.077666834385397,0.003377243180292933,4.0613281700497604e-05,0.0038803022672768725,4.6662855071729264e-05,ALMOND
ngc1566,17424.18253267717,4127.389328167549,0.641274021915908,0.006133566526524241,1.243755375143099,0.013783341006850771,0.013462620279243411,0.010430061397733156,0.01969944335339986,0.010986258159604061,4.708916651735733,0.052184380691616336,4.483005477859881,0.049680825081711476,0.1757590236347326,0.13616795019779884,0.004067993640419161,4.089434582713831e-05,0.004673943836291119,4.698578525757378e-05,ALMOND
ngc1566,23963.03139338351,5980.512995410096,1.0021085087794814,0.004801319670067385,1.8323995826371298,0.011109272559923411,0.011597595548997,0.009730295602749201,0.001597406296298229,0.01212385415877642,6.937551450839625,0.042060231128710046,6.460935824505271,0.039170657833977704,0.1514105001791515,0.1270322730154759,0.005326227280526904,4.304005674240792e-05,0.006119598349701262,4.945111170431169e-05,ALMOND
ngc1566,33595.25763756758,13789.603534078991,1.677300215600515,0.010665250321732867,2.932501306905453,0.018516107158932923,0.06053439716609432,0.014286514326456702,0.021464915192458044,0.014896543259035066,11.102588588801169,0.07010285709598707,9.625221780757036,0.06077461500232455,0.7902968606069748,0.18651523678737855,0.008203378959537424,7.083108471489585e-05,0.00942531771528027,8.138176729963851e-05,ALMOND
ngc1566,50251.37252279932,21534.388852440956,2.5556998025653854,0.013633267260446318,4.3141090862683695,0.02310458984773006,0.01270058687954257,0.01670151329710496,0.060625143443799476,0.01500553606851609,16.333420960207917,0.08747506948702262,13.512993375932407,0.0723700220190931,0.1658104219858415,0.21804385843426916,0.011053791434481474,7.398065517581117e-05,0.012700314924169539,8.50004837343188e-05,ALMOND
ngc1566,70360.36568719559,30162.57125388268,3.5616599785002605,0.01220309105599457,5.751343443028136,0.020023328553141928,0.05957462128745564,0.017502230333204367,0.06650745413026016,0.023138510885061563,21.774858183515672,0.07580926855187851,17.86701877857195,0.06220410775541169,0.7777666645649912,0.22849748793234764,0.015570376661726315,7.398065517581117e-05,0.01788967055005232,8.50004837343188e-05,ALMOND
ngc1566,104046.9771047327,37517.94503323634,5.650168979995097,0.015003944446985414,8.712953373311823,0.02283153131862736,0.16910342881264143,0.01794396589717416,0.12780997418956522,0.01869531754980662,32.98765339660508,0.08644125698635925,22.995400799735116,0.06025743408104329,2.207701987050747,0.23426449389535264,0.02132300263698211,6.232304536363531e-05,0.024499182042986845,7.16064083389866e-05,ALMOND
ngc1566,146387.0877204235,42920.54269861858,8.285812538925938,0.012291157567228664,12.182394859422125,0.017832460608661446,0.22998428077137745,0.016860649986446173,0.27344345398766584,0.012779451595561304,46.12312288897845,0.06751453893566985,29.456122594063245,0.043117560373301826,3.0025219311901425,0.22012144129428632,0.03002353399888859,5.0615156565558094e-05,0.03449570576598122,5.815456462417775e-05,ALMOND
ngc1566,192472.70112363086,84312.02613929522,10.855547483206895,0.01585787585698971,15.67070625003975,0.02333530274919709,0.29789602501523404,0.026691131861523942,0.3853674419180953,0.019711876211329183,59.3300347319354,0.08834855943946873,35.69325229740927,0.053150945156757515,3.889132532547957,0.3484616797014045,0.0317945813680917,7.572161466762882e-05,0.03653056045523622,8.700076879011727e-05,ALMOND
ngc1672,12683.509085345737,3569.9500943165176,0.8947048091246034,0.030431345934783485,1.83555238006406,0.0657672829617078,0.005038610246312565,0.007327964525855308,-0.0020647528114358135,0.007919828952917346,5.877479706960697,0.2105883085591321,4.897727468370832,0.17548408412645336,0.05563359488163489,0.08091140012998256,0.003721888600336327,3.9106163428861225e-05,0.0050562468802854005,5.3126366226878135e-05,ALMOND
ngc1672,19052.170516970742,4136.466104931134,1.5796061643311268,0.023569853787858207,2.926138997811067,0.04469036803356638,-0.020853709316926077,0.007141176168872455,0.008917347352231646,0.004960640858572216,9.369562408663404,0.14309955633340438,7.839073853292475,0.11972469380573424,-0.23025532025746423,0.07884898464773817,0.005294437588912436,3.011487558796587e-05,0.007192580546173575,4.0911553808482e-05,ALMOND
ngc1672,28371.168828989987,7194.671124194241,2.1925231175809463,0.030142649422287494,3.845101374556305,0.054361717903956316,-0.006717961510804662,0.007955844094914014,0.026322218725688747,0.00920020684960579,12.312100458485775,0.17406743456968224,10.032497798654878,0.14183860503950232,-0.07417607849228702,0.08784410495767418,0.007212199272258457,3.5185200019137954e-05,0.009797891335882047,4.779967294370599e-05,ALMOND
ngc1672,42776.967587887295,13610.938187725644,2.99571843037586,0.01709672976690345,4.933870421439083,0.028857550121760715,0.04456868476567165,0.009993976207547295,0.05811012757820321,0.009814495309184686,15.798363257696733,0.09240251984927311,12.947075290981441,0.07572571677525554,0.49210318549152865,0.1103480516267924,0.011571783329498282,4.415707557242808e-05,0.015720457983032343,5.9988113450101787e-05,ALMOND
ngc1672,62839.99434034234,17874.69301422107,4.475330658586609,0.023204679997735674,7.127314307597851,0.03719634755675024,0.09961297886438841,0.017255099783549287,0.12763234318490502,0.017289648020022634,22.82181955852169,0.11910353543287436,18.186584735871687,0.09491296405781312,1.0998723537209396,0.19052143032946484,0.014751148670488044,3.949528906701784e-05,0.020039678092203354,5.36549998065588e-05,ALMOND
ngc1672,91826.5835355873,44942.39431697696,7.603017405961188,0.04979719970542032,11.98303040454176,0.07802534529797767,0.16511076834884827,0.01601273485076684,0.2135749275379674,0.016779427200137306,38.369930924079235,0.24983889786978475,27.320341165437437,0.17789148329990628,1.8230633345053264,0.17680391220705186,0.016279010136001977,6.773386194787959e-05,0.022115303023001933,9.201756552646421e-05,ALMOND
ngc1672,141137.6426499391,200553.34088020804,13.838786320848158,0.10440401465607886,20.76428642260789,0.15375661024436665,0.375885062640009,0.022382216440481138,0.36495935080893105,0.032465418134316686,66.48770877033658,0.49233209922932925,36.86415123308022,0.27297383679714327,4.1503184955169425,0.24713226487682388,0.02495512489780572,0.00019747644533508918,0.03390194762956112,0.000268274999032794,ALMOND
ngc1672,213649.9664440746,151582.68911623268,21.57586382815225,0.07834988960546865,30.013599499602194,0.10589027424035571,0.8566899276206641,0.014867879728264137,0.8776875269018092,0.018544774572668628,96.10421577051439,0.33906302253846515,48.55660095482575,0.17131140139836162,9.459104404295802,0.16416304439432666,0.045911185580908016,9.87382226675446e-05,0.0623711007478013,0.000134137499516397,ALMOND
ngc1672,342018.40775760973,260738.76365401168,33.46714646522222,0.17909389844191717,42.62772243973379,0.22401486506840995,1.7175875877364888,0.02477691251912137,1.8106493827287653,0.017108740582731485,136.4949190851991,0.7173005999704394,63.15635845064227,0.3318958252234767,18.964668303087606,0.27357319699718574,0.09076029710161453,0.00010555560005741385,0.12329935641608016,0.00014339901883111795,ALMOND
ngc2566,12163.750838453963,2823.5398948194015,0.9981699168420165,0.03506605703081972,2.0088476545767397,0.08047531733460714,-0.009173005827202966,0.008132137017228355,0.026400337102487965,0.010971194214185322,5.79029687434164,0.23196183013808855,5.97775593497703,0.23947152225312301,-0.09117326345256706,0.08082775533679255,0.0029564318857601716,8.500652791963878e-05,0.004461730208316319,0.00012828849375828445,ALMOND
ngc2566,17408.904836044683,5404.881585719973,1.481694165866949,0.048661176709124225,2.8697480970033813,0.11567758128045115,0.02615027923249207,0.014710633296135808,0.07917120653928578,0.018029882280936035,8.271753907454796,0.33342873751206603,8.627945554417202,0.3477865789671877,0.2599154892883334,0.14621340815954315,0.003738814664533621,0.0001135947511123292,0.005642471390054181,0.00017143271082456705,ALMOND
ngc2566,26125.868411697065,7373.67288862859,1.7037962988522888,0.06334688565803853,3.3183550855713557,0.14711961376171537,0.028032804858394586,0.013434455197632172,0.013285720879273013,0.010203597355616614,9.564817439572296,0.42405716420456796,10.344747761594917,0.4586354551885365,0.2786264776033767,0.13352909026210794,0.0038451069275880403,0.00010308555690579042,0.005802883474386125,0.00015557265009317613,ALMOND
ngc2566,38683.78478873977,15580.250957825596,2.2834548427839763,0.09823257031738183,4.133086780295584,0.22321669284372178,0.03367678118229378,0.017903436600506004,0.026411215091502526,0.01642997354504444,11.913197803130897,0.6433991726197901,12.910689754085208,0.6972709798830117,0.3347236555614352,0.1779476403518203,0.004809160356595112,0.0001472356253318367,0.0072577948245679,0.0002222021892158315,ALMOND
ngc2566,56302.82054040496,21030.269345084627,4.306211160382473,0.09908766887678558,7.833209613316049,0.22178116091419284,0.07073817718766554,0.025144468594278303,0.04033247697054384,0.021653659157811648,22.578421532718643,0.6392613993916254,23.445672116276537,0.6638158094891176,0.7030880156817647,0.24991843488449678,0.008760873076755616,0.0001367048461885256,0.013221563549648636,0.0002063095533505755,ALMOND
ngc2566,82092.43240953414,52182.97435270103,4.76029756423668,0.33107699656301615,7.98146687094174,0.6549032654256872,0.12034399871481583,0.025695283560881292,0.12368072735444002,0.021876257103952704,23.00575783842241,1.8876913449116057,18.18099885419458,1.4918054175808182,1.1961351934632887,0.2553931504804231,0.02876370852167241,0.00023279996438389433,0.043409052592244306,0.00035133250949886556,ALMOND
ngc2566,114881.793879334,115646.0442823974,3.0835788731928915,0.26805522505176793,5.208549200597584,0.5043580383293418,0.03823231665592175,0.02324289720370308,0.0408194789179106,0.028481847760589853,15.013107682587952,1.453760202389657,12.447633607153582,1.2053383439722674,0.3800024925891932,0.23101814498686749,0.026729294689522877,0.0003680890633295917,0.04033879560616658,0.0005555054730395787,ALMOND
ngc2566,186500.65719955412,215457.48164523573,19.210836755422257,0.061305287418184924,27.60939908388732,0.08836284361890913,0.7513336178575021,0.05704793434048219,1.1031127777247698,0.06734711573721273,79.58125488195233,0.2546968138916994,47.940148692700724,0.15343064327946726,7.467730771362637,0.5670165750494781,0.10915596090862713,0.000425032639598194,0.16473386400329357,0.0006414424687914224,ALMOND
ngc2566,263150.1926195134,200444.39803347184,26.982991552176827,0.04085619439178372,35.581010341657716,0.054020583768621705,1.4625166669013978,0.040474775617105094,1.5524140073934438,0.04700409007937441,102.5586049284694,0.15570877992311782,58.52299179453329,0.08885206322895142,14.536392965077859,0.40229096656391,0.16505164374895706,0.0002782491776836585,0.2490894203901587,0.00041992266674229184,ALMOND
ngc2903,12107.994640135808,4308.306827612626,0.692702625266719,0.026218998211212485,1.3825019570531192,0.05603941781082588,-0.0017500400443637432,0.007581182816019005,-0.007103103088041962,0.007090161027627439,2.369120755240089,0.09603179740171432,2.591804406220442,0.10505823103044347,-0.01034121175405929,0.04479818453250948,0.0019487487916249983,6.811939127642163e-05,0.0049467922660183005,0.00017291735054834163,ALMOND
ngc2903,17308.57996373887,4317.012841382757,1.3428105325077082,0.017430986123256095,2.585137091724918,0.033609662103375335,-0.007062047097581224,0.006604914017972523,0.0050467472780592985,0.007880016123304745,4.430013214738028,0.057595106943239834,4.543374645487642,0.05906893183061069,-0.041730544788635734,0.03902928661386207,0.0028584207768665255,4.77957267114391e-05,0.007255944867187552,0.00012132683918059819,ALMOND
ngc2903,24969.460469783724,6321.628498853197,2.1674859496609615,0.02353920073821637,3.9888306724745153,0.047332219837118855,0.01582423453543116,0.005347717262012056,0.026555508282702554,0.005009086194836894,6.835448938850624,0.08111073104498788,6.714133094075683,0.07967117426604566,0.09350743756054246,0.031600349252242844,0.003998660683592171,4.8548461628946166e-05,0.0101503815314907,0.00012323761561534887,ALMOND
ngc2903,35965.521558654036,8136.615190899227,3.8757658385362403,0.02280168351879271,6.544396483155302,0.037997592461095346,0.05350290426835289,0.0050427144619446555,0.04704211045517281,0.004984348583853214,11.214787407471098,0.06511447198282445,9.250920064888208,0.05371201017856335,0.31615554414205194,0.02979804846990576,0.006642612236695226,4.335430233885914e-05,0.016861907999564118,0.00011005252623128112,ALMOND
ngc2903,51531.56298518505,11596.347279896947,5.822182675499334,0.020866868430563564,9.482267064288386,0.033079502806615944,0.13062618547402494,0.005134830952120492,0.0964655663395515,0.00621342649054613,16.249261416323602,0.056686600892215194,12.753239257760521,0.04449050115972387,0.7718869342232875,0.030342376660576036,0.009442220035597384,4.308248585153938e-05,0.023968559337598005,0.00010936253493890504,ALMOND
ngc2903,73699.66301409365,21390.37932169948,8.509701936635661,0.026098176002522542,13.654116527220499,0.04088362897534621,0.22779265098182105,0.0038029293974952464,0.16934245581282426,0.003442980416536381,23.398340012521157,0.07006012068256787,17.898887611196976,0.05359346968430781,1.346056078778455,0.022471999033332645,0.011700340661507679,5.561925007207623e-05,0.029700675091047565,0.00014118642550580202,ALMOND
ngc2903,107444.74302305678,35975.574294601065,13.917924362786936,0.038783740464851085,21.30192693314102,0.05725740937960551,0.46405637318969184,0.004117151790557635,0.35300380009503995,0.007635024823765499,36.50398971693692,0.09811900537316197,23.495029785369983,0.06315224641551204,2.742168807182975,0.024328779576721186,0.01974859661849547,6.422357800247665e-05,0.05013073282556147,0.00016302804154339168,ALMOND
