Galaxy,SD_mol (SL24) [Msun/pc2],e_SD_mol (SL24) [Msun/pc2],W_CO21 [K.km/s],e_W_CO21 [K.km/s],W_CO10 [K.km/s],e_W_CO10 [K.km/s],W_HCN [K.km/s],e_W_HCN [K.km/s],W_HCOP [K.km/s],e_W_HCOP [K.km/s],SD_mol_MW [Msun/pc2],e_SD_mol_MW [Msun/pc2],SD_mol_SL24 [Msun/pc2],e_SD_mol_SL24 [Msun/pc2],SD_dense [Msun/pc2],e_SD_dense [Msun/pc2],SD_SFR [Msun/yr/kpc2],e_SD_SFR [Msun/yr/kpc2],SD_SFR [Msun/yr/kpc2] (no inclination correction),e_SD_SFR [Msun/yr/kpc2] (no inclination correction),Survey
ngc1097,12.047418437350109,3.0270888400826834,1.7740594692835643,0.04245854821117359,3.2326012065354846,0.0924555986417305,0.03158037869578578,0.009035878996178057,0.04123780574232683,0.009624287690862012,9.299245271775389,0.2659676321285929,9.00401002531415,0.2575236114444062,0.31326718714406115,0.08963300990701976,0.003851351047014,5.2311013631576195e-05,0.005823804545120501,7.910188274933602e-05,ALMOND
ngc1097,16.342919899462373,3.9797965938072988,3.2650071130952574,0.04705750697466766,5.781283543854407,0.10204636168390006,0.08945185899787086,0.010941656488577561,0.0834432060401118,0.012431060001709448,16.631056608928112,0.29355744360682307,15.206425456913731,0.26841105099317075,0.8873336359582541,0.10853770893287798,0.006258639906641821,5.074913754967387e-05,0.009463976430513292,7.674009829664375e-05,ALMOND
ngc1097,22.876251124063632,6.6991322000315385,4.855327368825957,0.08917402263312985,7.877710411428412,0.18502023056833888,0.17282575800351802,0.013871352238984962,0.12174779779125527,0.016675525522672624,22.661861644976547,0.5322489210289574,19.197752860878246,0.4508889607773263,1.714375866019208,0.13759934735586837,0.011288353663959434,6.104276446892888e-05,0.017069637270812937,9.230556363759481e-05,ALMOND
ngc1097,32.030007909003345,12.629909770029053,6.454495012949337,0.16640144352132843,10.194090417979456,0.34116317646405264,0.2246457547611359,0.017797702049149874,0.2890907880156682,0.02424574739454857,29.325407330725024,0.9814263662412539,25.457409344141936,0.8519770063128961,2.2284135467718964,0.17654747310896826,0.014877530215794684,8.20722705486847e-05,0.022496995738180942,0.0001241052442156286,ALMOND
ngc1097,46.47171283391318,23.379991427310973,13.686989827333491,0.22554064273731994,19.54272870242777,0.4600344087401209,0.6416517222362472,0.02944077161310642,0.5974103640414796,0.028795655732501424,56.218696916967104,1.3233840263629177,44.93040498021778,1.0576584572327876,6.364978459802796,0.29204297388046535,0.050041983454976985,0.00010462202726315243,0.07567077815923656,0.0001582037654986721,ALMOND
ngc1097,63.899085096560796,91.29438453534148,42.993491896704654,0.058793457362910674,53.70364031193503,0.07501971334075103,2.786576540979695,0.06345956629944145,1.9752133556050921,0.08330004642446763,154.48961728969954,0.215809705559567,64.2335319517563,0.08972913429881232,27.641941952736175,0.6294984624317037,0.09718830406039633,0.00029591577975703547,0.14696289172557267,0.0004474678215734292,ALMOND
ngc1097,98.94294788523037,81.07853970126959,79.1314209960482,0.04759992641931678,89.90557137888744,0.05401305433483776,6.371348342565096,0.04657322257829806,4.830308311776813,0.057948329027798645,258.6319518352894,0.155379710655897,99.34565879204487,0.05968442649289545,63.20172385572721,0.46199137046081856,0.27407768216660117,0.00017084705510018254,0.41444543268925793,0.0002583456672391149,ALMOND
ngc1097,128.18660672877115,105.05904982636564,110.47703445302733,0.03653730964761928,119.54201209645905,0.039678330816939646,10.250638950994169,0.06552006314515511,7.493943500800622,0.053366923245545525,343.88729686762565,0.11414291669983492,128.55737695688174,0.0426707066611627,101.68303748161854,0.6499379276196897,0.4377567198696881,0.00017084705510018262,0.661952012089555,0.00025834566723911503,ALMOND
ngc1365,6.146491639852433,1.9525135411596226,2.657974425085399,0.03923150004100756,4.796228587931744,0.07315038550424677,-0.015447924223735759,0.017309828728856513,-0.010577610599284526,0.01832088652387864,11.847261555233306,0.18069025152712165,8.772519238378221,0.13379536699845057,-0.13158010716753954,0.1474391695743247,0.00613112158726248,4.593451276771827e-05,0.010797198420648508,8.089287443577063e-05,ALMOND
ngc1365,8.474602174594486,3.556602804847717,3.4002677709593074,0.034635350353231766,5.998807204905838,0.06195791743099795,-0.064582731583671,0.018044584070629054,-0.025464950104615924,0.021132234155648237,14.817775398520872,0.15304350903323286,10.887569717091656,0.11245087940218061,-0.5500935025234642,0.15369756294887307,0.007276531371707596,6.05766415479658e-05,0.012814319846082198,0.00010667836367960879,ALMOND
ngc1365,12.450156766881792,5.745291426642861,4.667139700290088,0.035371367414273144,8.226178843438728,0.061958292761061455,-0.04793999988243357,0.024713023991438328,-0.0345694374477477,0.023198604470663152,20.31965127841654,0.15304443614363852,14.397847795147433,0.10844233827136734,-0.4083364360662947,0.21049704142328224,0.007472461270257888,6.664879614670941e-05,0.01315936177047985,0.00011737171841256579,ALMOND
ngc1365,18.580752910611057,8.181234024377867,6.936111554232846,0.030757609028449345,11.763202568685497,0.052149194036419294,0.04439273038932308,0.02075287316926388,0.010386434101487142,0.02084439142879597,29.05652535182975,0.12881478234766416,19.990038709689394,0.08862079874763368,0.37812201416108754,0.17676583831570236,0.011107015590949886,6.339565049234807e-05,0.019559985801923776,0.00011164277328866181,ALMOND
ngc1365,23.89605544657974,14.431212959974374,8.928313785671971,0.0503306173068371,15.097176477622032,0.0845775979615209,0.02348120534158872,0.03506879389945368,-0.004841168194657684,0.026381834142248525,37.2918419538951,0.2089168408871852,25.355778677669836,0.1420484723206369,0.2000048336929294,0.2987039289354169,0.010892478501498555,8.759367895848676e-05,0.01918217572420377,0.00015425665902209687,ALMOND
ngc1365,38.718387962398594,23.404958504209223,17.103546892163152,0.04718751909251321,27.753346080957165,0.07660781268281094,0.2861394928293686,0.030622307282945765,0.42732105318133434,0.026797067403482835,68.55410329719004,0.18923051255548218,39.62232041265944,0.10936985008499722,2.4372378182373557,0.26083028474572173,0.019407170635932995,8.759367895848678e-05,0.034176955905568976,0.0001542566590220969,ALMOND
ngc1365,58.606414409434564,39.230213695221906,29.803634762502043,0.07415811545039014,44.570700435490664,0.10981946693574003,1.0831531963285417,0.03528979800029215,1.0691990829822215,0.035550883189159915,110.09499152894077,0.2712672936226874,59.00774319269077,0.14539145311125296,9.225926512041543,0.3005863658798001,0.04668380704006982,9.683845570404982e-05,0.08221241749471808,0.00017053715313002888,ALMOND
ngc1365,84.20256496266482,69.41688056518568,51.57518199015083,0.07192948326627585,69.77805975800504,0.09798696876832942,2.795566787396335,0.04603295606040539,2.5401131219708386,0.03545717980242865,172.36020127353234,0.2420395998063711,85.55456273888741,0.12014137819476566,23.81167671151803,0.3920928924780818,0.09372391922588806,0.00011860240197701659,0.16505230539630858,0.00020886450367772495,ALMOND
ngc1365,107.7561734805631,81.65448319476312,72.18104333213498,0.07079734167240903,94.2327651578924,0.094799712870818,4.2582852745415165,0.03715939411469056,3.5617354465479623,0.03967414289776975,232.76626529175653,0.2341666943413793,107.80357392405868,0.10845216987238984,36.27060986700193,0.31651094276985087,0.13048445184347973,0.00010980448763162573,0.22978936191553473,0.0001933709556338557,ALMOND
ngc1365,163.47289013659432,99.30289620889889,148.86753064502543,0.03851363054270898,166.73851434746783,0.044238642435865845,14.230450398521995,0.027417662447409036,11.345846157758967,0.0302000815475063,411.8641875777053,0.10927476832628494,164.33692542439854,0.043601458914941583,121.21008372133691,0.2335342218710779,0.4148594058820461,8.759367895848676e-05,0.7305872601330687,0.00015425665902209687,ALMOND
ngc1385,5.5361076776736216,2.962876024082414,0.9330045373742125,0.010757158124461224,1.7293315334373611,0.02020881955472422,-0.020937955423505628,0.025441798751448863,0.011327502132709406,0.019959542072504468,5.411299949922417,0.0632359857725519,5.893878513154131,0.06887535735443893,-0.22592257010766176,0.27451947651185055,0.0047840830002262484,0.00017074332607901899,0.006650658003316367,0.00023736115532414076,ALMOND
ngc1385,6.591367981189951,3.407508413078805,1.1911038641555933,0.009553196652819045,2.141688695891521,0.017294042941139343,-0.04077314167079748,0.02233596725583473,0.02607799570159841,0.0195392159033113,6.701618347172165,0.05411527627402347,7.074732643740274,0.05712815796835199,-0.43994615382976493,0.24100725339274207,0.006015922674605446,0.00016495372434056907,0.008363116668608169,0.0002293126617808608,ALMOND
ngc1385,7.893087513677024,5.972554690831263,1.4132211721152999,0.01481045512381671,2.4541937380485312,0.025779741980673523,0.023055430673204168,0.025680791461491256,0.11327534798640823,0.02540547886961913,7.679486665812862,0.08066811585384441,8.149271650277468,0.08560290787866733,0.24877033345776453,0.2770982310367149,0.008022197697437193,0.0002414675274256404,0.01115216715891502,0.0003356793650399466,ALMOND
ngc1385,9.173730398531376,6.123797673020021,1.8203735014726086,0.011783624693433458,3.062296435532452,0.020013823219601767,-0.04126894460467964,0.02572609692785084,0.007828563873570404,0.01841266780005047,9.582317923334495,0.06262581725478607,9.54688994391424,0.062394275556563315,-0.44529591558175663,0.27758708141359517,0.010128193303836698,0.000212954342421971,0.014079845573772704,0.0002960413733839226,ALMOND
ngc1385,11.291939281394466,7.536114099643903,2.4079195476002093,0.014871745054582344,3.888168456663286,0.024072467306869204,0.01928278551379966,0.02862830089345028,0.11654473128348601,0.023598931572666983,12.166577297651562,0.0753258346438917,11.805952669928137,0.07309313185395809,0.20806312622204526,0.3089021437309403,0.014288448676690343,0.00021295434242197102,0.01986328112244536,0.00029604137338392266,ALMOND
ngc1385,13.242008721063184,9.37361237473476,2.8987004833106766,0.016379343038555656,4.5009765134411746,0.025992460248244215,0.003774363644879486,0.02507929843446388,0.03723489453648199,0.025334953563855775,14.084132227308636,0.08133373856897809,13.52744878180383,0.07811897566476628,0.040725749860696096,0.27060806292721046,0.01900870449314051,0.00022587218941454666,0.026425208898759083,0.00031399929394732565,ALMOND
ngc1385,15.730732026541967,9.964098520582086,3.4989331507003953,0.019450765962598704,5.488238241786162,0.03082312491119222,-0.014615379683164065,0.025275926633109576,0.16905312666222017,0.023758294335979313,17.17340067459972,0.09644950725952187,16.092388016877546,0.09037830795810335,-0.15770136454741226,0.2727297002645316,0.017285247911170674,0.00020202622790305394,0.024029322307806567,0.0002808495064612634,ALMOND
ngc1385,19.25943679065468,12.851639718049505,5.187913475600807,0.02003536173758563,7.59661362007519,0.03044459693723444,0.022293182992901464,0.022085180812971165,0.06064149256821515,0.02308155277863671,23.770777382509223,0.09526504472766106,19.78212316412904,0.07927989975731797,0.24054560704540132,0.23830124334668532,0.03357322904195712,0.000212954342421971,0.04667228064699256,0.0002960413733839226,ALMOND
ngc1385,22.51513902127754,15.934340509008441,7.223354844863934,0.017180150320734316,9.826959430961127,0.023938055330348724,0.154034356135071,0.029351150603929562,0.3071720788602761,0.031413487128958334,30.74981520226567,0.07490524234695456,23.374910681241808,0.0569402885155494,1.66204564481242,0.3167017622271056,0.05341236360106075,0.00022587218941454666,0.07425192318833915,0.00031399929394732565,ALMOND
ngc1385,27.043862403158208,17.1389353436716,8.76292914761507,0.02311954540554235,11.824294227407101,0.031373741524036235,0.25239932853673963,0.030222793602599513,0.27177916872824426,0.031732451546459796,36.99973170179493,0.09817245719242854,27.308198185224082,0.07245763128631577,2.7234132389284187,0.326106874736553,0.05716634501730998,0.0002020262279030539,0.07947057147456206,0.00028084950646126334,ALMOND
ngc1511,5.856196419395351,3.713427507211184,1.4408934609091375,0.07509844472653886,2.8066833616456672,0.20278092943802867,0.041686006625241134,0.027889094426548397,0.03189149124955292,0.02882595395043487,3.630671433918347,0.2623134971029942,6.234021958447017,0.45040376985373626,0.18594556456480246,0.12440273914857465,0.004512569013215648,5.0652981868713514e-05,0.015174681543657491,0.00017033376483402546,ALMOND
ngc1511,7.248660664265357,3.883576134798621,1.1766291105803766,0.10387907281757197,2.461524919307207,0.2438595300215427,0.015447577783821286,0.020717478716087825,0.0588142110791523,0.022691161446378883,3.1841811336946604,0.31545198209278574,7.78156644325833,0.7709079525461249,0.06890582247405987,0.09241286436608741,0.003492888414957626,4.2809583141029635e-05,0.01174574155193748,0.0001439583060734032,ALMOND
ngc1511,9.773518113814674,5.059150537292955,,,,,,,,,,,,,,,0.013958363977850876,4.135798650959868e-05,0.046938612487481754,0.0001390769366035291,ALMOND
ngc1511,12.117792443461036,5.730111579963673,3.9539095031472646,0.060828458510697604,6.059371202820937,0.1510539730752422,0.12387006001669457,0.026288299690062997,0.18998250878565964,0.025607717790416644,7.838285655668056,0.19540050456656743,14.339112956489478,0.357459530032431,0.5525376524920849,0.11726219715077373,0.016754501693949,3.775450357383592e-05,0.05634134943615458,0.0001269592923441147,ALMOND
ngc1511,16.07001874788567,8.325641921777361,4.734936382776747,0.16757640303020557,6.919247717881625,0.33702166410413925,0.11277400677439195,0.02351581273538819,0.2032366211687986,0.024266221620386046,8.950605321858541,0.43596472092137606,17.72921281795429,0.863551797939201,0.5030423409567327,0.10489517776534285,0.0242304022106569,4.1357986509598685e-05,0.08148100032257206,0.00013907693660352913,ALMOND
ngc1511,19.706920902394963,13.956290009546938,6.55339931967319,0.17550156167240222,8.917118520986554,0.40658737213721535,0.17476949119554774,0.03512465869820401,0.35530940393300625,0.042283182722328776,11.535012438320548,0.5259535783705119,20.700712946216544,0.9438753626925925,0.7795808315537208,0.15667786436105438,0.024368427319574358,5.663175536075388e-05,0.08194514548394624,0.00019043893851617205,ALMOND
ngc1511,26.14202775702944,19.806565276501118,5.1187005397930205,0.2551655055517185,7.524083726548142,0.5743620032001835,0.11413748458185831,0.037322108468747145,0.2103459613148776,0.037856202054882604,9.733009510688426,0.7429836034387294,27.17684619910646,2.074584546222647,0.5091243015762802,0.16647985959316722,0.02050148605957011,6.054189307758271e-05,0.06894155440384458,0.00020358778886526388,ALMOND
ngc1511,34.54086224908467,30.952644946125268,12.162715773389209,0.22696162024798902,17.115078623020963,0.5265848787428461,0.21219120695604943,0.04519839941989025,0.4235913826560136,0.059418074980070984,22.139735424032345,0.681180037232277,46.221109005632705,1.4220990517889227,0.9465050017345291,0.20161302504011,0.04176127447738542,7.163413393337314e-05,0.14043309680044355,0.00024088832035834817,ALMOND
ngc1511,40.59192446510135,46.87633899974416,8.193018447491342,0.3738333530824429,12.05188983791643,0.8851234811728521,0.025568086324104424,0.05152632234392953,0.35057425560201716,0.0547875346049045,15.590092119831393,1.1449786543432474,44.43721131864317,3.263589337850355,0.1140495967656077,0.22983950428076175,0.02990417731040768,9.247926924798194e-05,0.1005605379511165,0.0003109854843479199,ALMOND
ngc1511,66.65648551950629,133.31297103901258,0.0,0.23877248446781513,0.0,0.5926814472268733,0.0,0.017430231881891457,0.0,0.02190887292942255,0.0,0.7666812827073913,0.0,3.4355103046349966,0.0,0.07774969516536122,0.0003959058468351187,0.00016017879298434675,0.0013313359040937652,0.000538642659307013,ALMOND
ngc1546,5.49151956235169,4.919552412788672,0.5532049910980277,0.05030202794914323,1.207114504701439,0.13720557770437997,0.09401378431357443,0.025441801601715025,0.0245051468082238,0.02262619995024269,1.770069705202333,0.2011933710790561,3.259905517108684,0.3705342102961637,0.47537401377774413,0.12864466028518365,0.0006462887752894266,6.017444624140639e-05,0.0019172289112363646,0.00017850872932149804,ALMOND
ngc1546,6.447467089508039,4.88171465535546,1.3676168179829673,0.046714263783576945,3.132521154420345,0.1233158023072274,-0.013080692826211562,0.03781927183923639,0.03337196252687135,0.03964644194273931,4.593417422083174,0.18082589927185963,7.285739344150979,0.28681268165021,-0.06614159292907114,0.1912304582103027,0.000950159596346644,5.085668926685702e-05,0.0028186679361538692,0.0001508674120922452,ALMOND
ngc1546,7.4949370443984735,6.704549212116279,0.0,0.022224907448479193,0.0,0.05830212226962592,0.0,0.007312442372299485,0.0,0.007460353713787271,0.0,0.0854921550329575,0.0,0.1487831003651884,0.0,0.03697484476791286,0.0005288488646379974,6.017444624140638e-05,0.0015688410068771983,0.00017850872932149802,ALMOND
ngc1546,9.926936582869105,11.464526769549996,2.7128020754995905,0.029037237842015597,5.843750428801106,0.06280713764620076,-0.10012730665190855,0.05067647476435546,-0.1689596953095437,0.053846648462714565,8.569067440161668,0.09209814908612157,10.022227543568757,0.10771634287256994,-0.5062866046654845,0.256241990349918,0.0015101998189499966,7.768487605340683e-05,0.004480038746361044,0.00023045377860493656,ALMOND
ngc1546,11.0370700471726,7.367558239117879,3.0415256921454183,0.04996800157235788,6.263211041877016,0.13617054258821693,-0.016846933166460885,0.03837569253734509,0.004000694279966415,0.03933254007794103,9.184149539531276,0.19967563245873035,12.220109538946154,0.265681442838154,-0.08518531934076785,0.19404395989561626,0.0018920722792291093,4.485138410139715e-05,0.005612871234321558,0.00013305255111332654,ALMOND
ngc1546,13.252345168595863,9.375574298853028,2.673234469370982,0.08332951114855164,5.47505357775742,0.20561762840129327,-0.027536729252233272,0.03247394154609713,0.05762499049751568,0.03216473948362775,8.028423512933454,0.3015103649828972,11.770126327465679,0.44203137504791457,-0.13923751295112027,0.16420217576246512,0.0017995336977092418,4.757207676555063e-05,0.0053383536337099115,0.00014112354171960434,ALMOND
ngc1546,16.340833495234584,23.176107365021224,2.7568037703167647,0.10663727363252795,5.050657749737992,0.2857415582259133,-0.008657096609567816,0.05419620639766199,-0.09904513689548367,0.05055990568554358,7.406104590191947,0.41900124119384596,12.138249791943078,0.6867229144293355,-0.04377399328193776,0.27403926301755843,0.0019417640723425687,9.514415353110127e-05,0.005760282958075596,0.0002822470834392087,ALMOND
ngc1546,19.893097201386407,16.2617860994353,8.196446593574365,0.024696350490737498,14.897723833009785,0.045018663159185235,0.00022569179539762892,0.03431771318431238,0.3248559512887065,0.040408272449480385,21.845491484508017,0.06601376382805645,19.782488446375226,0.059779681366124236,0.0011411945114029962,0.17352507591532487,0.005458950766980116,5.493150265300042e-05,0.01619408944675421,0.00016295542960161397,ALMOND
ngc1546,24.457844401939333,18.514631734336877,8.298945128397982,0.14033260460577773,14.45258246078363,0.3446431022755087,0.2352193063623937,0.044652221989331935,0.09169414493434097,0.042769611451628574,21.19275203481961,0.5053723669700346,28.49724084615575,0.6795586545284404,1.1893696929649382,0.22578078465988013,0.005905801009782998,5.0856689266857005e-05,0.01751967985966369,0.00015086741209224518,ALMOND
ngc1546,29.027860385838235,15.541480816575987,19.468981930642713,0.019562106709755705,30.46466338351076,0.030275471048508834,0.7490541076569052,0.03364496900804102,0.7094397594523473,0.03881757647912414,44.67229705575993,0.04439487215585266,29.548097192609315,0.02936459693749869,3.787538819902134,0.17012339283603264,0.015116107358077918,3.59611098492917e-05,0.04484224260166237,0.00010667937015049192,ALMOND
ngc1566,5.581597136892533,1.9774393130797272,0.940489437400629,0.008589625846629874,1.8116165452280555,0.021406559433496758,0.0053409335556864335,0.011144883247041121,0.03650031595221925,0.013669787391700826,6.858865888642174,0.08104624606037654,6.2284214680222485,0.07359674136521051,0.06972767912742343,0.14550018921971106,0.004565768160999089,6.134151874070746e-05,0.005245864630171119,7.047867788636068e-05,ALMOND
ngc1566,6.928104281126107,2.5334843284108786,1.263974232908064,0.0076111877730303795,2.2761565585997996,0.013826932902465882,0.02034699156623295,0.013988170521974486,-0.02434912050963097,0.0130471284995632,8.617636341483085,0.05234942166932395,7.739319921229124,0.04701392654966649,0.2656368000736793,0.1826202583436864,0.005778249588886977,6.335324813702138e-05,0.0066389518858114985,7.279006552442448e-05,ALMOND
ngc1566,8.698068242336678,4.502117202771827,1.4357718494235694,0.01416061087709338,2.558357084309159,0.037500259106796406,0.03924398246454075,0.017805097029017995,0.03091582697137104,0.01778504655915398,9.686060873508517,0.1419777538907772,8.798247100492084,0.12896422785452058,0.5123433550406787,0.23245151423952595,0.007462854332438494,8.959502273576364e-05,0.008574487841294972,0.00010294069787066736,ALMOND
ngc1566,10.904438660866493,5.83648249548004,2.0276029479100544,0.017737364678742495,3.506587849542231,0.04665062592276497,0.0375748054433091,0.01379701191799939,0.025193678739015016,0.01820848721758751,13.27610738050785,0.17662147526102412,10.81282709860544,0.1438507100885634,0.4905516891212643,0.18012461864672172,0.009693636340036954,9.273965921766852e-05,0.011137557190992778,0.00010655374538282155,ALMOND
ngc1566,13.589984668190356,5.809793423729826,2.798339693594352,0.013313542586825674,4.667671783042552,0.022174294299942315,0.02455134594046368,0.01761778856917149,0.07245299675084674,0.021492836451423553,17.672026045698292,0.08395292656120062,14.45179241318065,0.06865484828983741,0.32052605673410245,0.2300061394656489,0.011637952238739169,7.398065517581117e-05,0.013371489717398023,8.50004837343188e-05,ALMOND
ngc1566,17.350318325250356,8.68734018320657,4.301086537900574,0.02368383793417457,6.800536636754479,0.03682428566261097,0.12042424690207554,0.014403514314812238,0.11978356520295108,0.02155948483437949,25.747153218025446,0.13941848647286575,18.714165696067642,0.1013355004669626,1.572178938307414,0.1880427108817307,0.016747181665379557,8.675000773967187e-05,0.019241767180364376,9.9671902125016e-05,ALMOND
ngc1566,21.530216133093113,8.626841026814473,5.593306185064284,0.028925919645655555,8.590634666125931,0.04306471699919289,0.17176720851693972,0.016372668560513337,0.10166482972199448,0.0200213704868702,32.52454898829636,0.16304505454415,22.73657111832533,0.11397807482182942,2.242478524626224,0.21375068009068351,0.021740671572848723,6.940000619173749e-05,0.024979065081398598,7.973752170001279e-05,ALMOND
ngc1566,26.594423520511523,9.005160294494479,7.83742730923424,0.016066996352807072,11.704866099712138,0.023181209586221448,0.22939843998535384,0.015795043980022964,0.23881280093954568,0.01983401732880187,44.31517642842759,0.08776515543932831,28.470311785847247,0.05638477696972771,2.9948735832146993,0.20620959743451314,0.025638907323523374,5.865371051113234e-05,0.029457964649540026,6.739050572627324e-05,ALMOND
ngc1566,32.5805982605162,11.200228827975984,9.76953291300099,0.02144726469326671,14.167713916566493,0.02995928127920298,0.2534786701770533,0.013742851702335166,0.3635561934500482,0.014543138610847377,53.639634699928244,0.11342725531814664,34.42660969064845,0.07279907607433028,3.3092490658180425,0.17941753886377138,0.031841275727449006,5.951001435382167e-05,0.03658421019818055,6.837436077161146e-05,ALMOND
ngc1566,38.3522155361039,22.18628842605082,13.187714219196398,0.09091611023336665,18.22459526111013,0.1235260814570287,0.4887502401273499,0.03388495112136808,0.6475103564010471,0.029748519130065758,68.9991792689233,0.4676755843806851,41.31888639084418,0.2800589013310264,6.380798330802491,0.44237940322691693,0.04430509917165576,0.00010017028064140336,0.05090458921373583,0.00011509119904504005,ALMOND
