Galaxy,SD_star [Msun/pc2],e_SD_star [Msun/pc2],W_CO21 [K.km/s],e_W_CO21 [K.km/s],W_CO10 [K.km/s],e_W_CO10 [K.km/s],W_HCN [K.km/s],e_W_HCN [K.km/s],W_HCOP [K.km/s],e_W_HCOP [K.km/s],SD_mol_MW [Msun/pc2],e_SD_mol_MW [Msun/pc2],SD_mol_SL24 [Msun/pc2],e_SD_mol_SL24 [Msun/pc2],SD_dense [Msun/pc2],e_SD_dense [Msun/pc2],SD_SFR [Msun/yr/kpc2],e_SD_SFR [Msun/yr/kpc2],SD_SFR [Msun/yr/kpc2] (no inclination correction),e_SD_SFR [Msun/yr/kpc2] (no inclination correction),Survey
ngc1365,71.25432714283346,17.768316351400614,2.7140148315936163,0.05027790652117787,4.6857671636855605,0.08837289972820293,0.01814867599859309,0.00992492889253713,0.0026359034347758726,0.009856249929859964,11.574408549832148,0.21829169279146252,8.326498268845432,0.15703656859060935,0.1545841822019465,0.0845371318758602,0.008072124716806352,3.603399645384192e-05,0.014215397787029415,6.3457591578247e-05,ALMOND
ngc1365,102.87368494932612,34.01090798064414,5.76952119185547,0.05999672719972621,9.905678875683734,0.10384589839341274,0.01824859302900763,0.015774885763650708,0.02451220948282876,0.01658818698335923,24.468218386768154,0.25651186075671906,16.78244103945477,0.1759382359198844,0.15543524111312418,0.13436505314724403,0.007678942933721275,4.7760432149881455e-05,0.0135229858576732,8.410840581754614e-05,ALMOND
ngc1365,146.77479137755086,62.83559043514781,16.29003257352782,0.0744831641024528,26.113033004182395,0.12279018732212557,0.2843611024755691,0.02224596556910051,0.35624618914374134,0.020132992507446004,64.50233268268722,0.30330653323773915,37.74102076265371,0.1774679719675703,2.4220901006573383,0.18948348601620568,0.018143269309351187,6.19380843806234e-05,0.031951165205939776,0.00010907592963770573,ALMOND
ngc1365,207.65247767082283,132.03075893262525,35.79987000464462,0.18396803821167343,51.69571200233559,0.2733851293023321,1.5878094973289762,0.029882695786983687,1.3464245286268124,0.03065457683287076,127.69462717367867,0.6752941551421523,65.7318254042819,0.34761303967756635,13.524415370912521,0.2545305283194503,0.052218195951285885,9.186902553543656e-05,0.09195874112587567,0.00016178574887154126,ALMOND
ngc1365,333.6269850098014,298.81576854627986,65.61203650425887,0.341246273696828,85.54721108416447,0.44827889787681896,3.959601283480879,0.03794747891462535,3.4429462012194567,0.038420382229547516,211.31190193582856,1.1073028016641258,99.06124083874269,0.5190942323276022,33.726522325932734,0.3232235781330668,0.12088278166378252,0.00012992242187421458,0.21288036139674005,0.00022879960025282134,ALMOND
ngc1365,432.2071024482042,435.3122321041192,87.43838144757319,0.37769737934464076,108.13544253967139,0.4613322224733199,6.472198022388511,0.041494761713618024,5.316882570375583,0.0510865576493855,267.1075507914513,1.139546083614704,117.87290571638056,0.5028746198877043,55.127957456375526,0.3534381133732036,0.1850001829632833,0.0001452576835560747,0.32579417238448793,0.0002558057296950433,ALMOND
ngc1365,693.9166730556885,805.5698410789436,114.14404415447888,0.24158698854150992,136.83478818112485,0.2888238095219325,9.486301258330059,0.05802467189663317,7.195489221291307,0.05247319648156789,337.9983867982823,0.713429552418554,141.2699489784833,0.29818531805614973,80.80105249848133,0.4942342049289243,0.26824094185711583,0.00016772912540592242,0.4723851309342706,0.00029537901379936374,ALMOND
ngc1385,32.70387710863251,14.289416698946056,1.1990934996494962,0.010867573146615343,2.1535525478593214,0.01968510611196007,-0.05972006109697673,0.019038318411996474,0.03934251127789356,0.013197484614989489,6.738741860112242,0.061597219305967954,7.054100579972536,0.06447983754992608,-0.6443852523856693,0.20542530247903815,0.005927467610179142,0.00013941134195974683,0.008240149658601688,0.00019380457176721582,ALMOND
ngc1385,40.823464884129365,23.60304511642137,1.7077681784591427,0.012907064484570359,2.907369307276704,0.02210440303931973,-0.030846638138276226,0.023329243862253175,0.07821217711049636,0.022746649558037516,9.09753108798109,0.06916750937975558,9.181877360677285,0.06980878463910249,-0.33283821779259365,0.25172480432887356,0.009021170421615,0.0001844238703836371,0.012540902668485754,0.00025637934992171145,ALMOND
ngc1385,48.849640087964204,32.626153852265865,2.2483129532459625,0.013293241847347361,3.6346440706459844,0.021590752912849544,0.028321138614349664,0.021792261638602376,0.08451630198073366,0.022659818499625083,11.37326700935037,0.06756023231928299,11.572859986119353,0.06874586771047916,0.3055878329431433,0.23514061704059822,0.013988002862250971,0.00021295434242197102,0.01944561229013839,0.00029604137338392266,ALMOND
ngc1385,61.6037546663847,37.21774737790722,3.0644966445023862,0.01644913523958413,4.875393505125887,0.02659388109576523,0.006401000682672024,0.025704017750080597,0.12638166419450997,0.01839351807933688,15.255730968890813,0.0832156614618105,14.731388323365636,0.08035552187433417,0.06906741829561296,0.27734884494366185,0.016384948862881582,0.000192624450351966,0.022777759349848107,0.000267779497618903,ALMOND
ngc1385,72.77733421030486,55.11957314110177,3.418257022119308,0.0196971239592856,5.376441779772327,0.031397206267748765,0.02320503261736511,0.029331995694463694,0.04384310980770223,0.024478603778920215,16.823575220313064,0.09824588138207721,15.15061378447486,0.08847616426608056,0.2503845529474096,0.3164950788958453,0.016696903821483776,0.00024146752742564036,0.02321142777533399,0.00033567936503994654,ALMOND
ngc1385,88.54579476686916,79.25625262869829,4.908092833320552,0.019648205244176816,7.171256424910303,0.02883386587298127,-0.007668978796573354,0.03201851550623262,0.28870735787495505,0.03173118226429705,22.439780217194272,0.09022486084226881,20.006658490846974,0.08044187424225858,-0.0827490251449264,0.34548288827090073,0.03165686700872427,0.0002857082314555766,0.04400822392118555,0.0003971811810233088,ALMOND
ngc1385,109.85401128307187,98.35926865413508,4.592727004375774,0.026409678075163714,6.788034682188249,0.03901587884501818,0.004577943182084709,0.034848856037311665,0.0438734303243109,0.03636707377659024,21.24063028145053,0.12208568406809385,17.58209405241332,0.1010573580583908,0.049396451018437565,0.3760225371586526,0.029261680745824643,0.0002857082314555766,0.04067852318479919,0.0003971811810233088,ALMOND
ngc1385,135.4920842500298,156.90290260491662,6.591061125945998,0.025266565728168155,9.315238367926835,0.03566817500544119,0.0858241832247586,0.046323925416881864,0.10495709340527051,0.046197796470635495,29.148574428457728,0.11161028980783289,24.217200553914875,0.09272799185396946,0.9260512623768851,0.4998396489042355,0.04154466034735304,0.000368847740767274,0.05775387421604452,0.0005127586998434227,ALMOND
ngc1385,164.60774603304645,116.5370505401174,7.922752609243844,0.020220671358477604,10.770838462207536,0.02745494602917168,0.19949081720525896,0.024663123548054246,0.1968210069730958,0.029765396479160492,33.703333631646416,0.08591004396795768,25.257470276163314,0.06438147649308885,2.15252526926738,0.26611749553177244,0.053569224519188274,0.00022587218941454666,0.07446998552557349,0.00031399929394732565,ALMOND
ngc1511,32.785842918414836,23.196982363710717,2.3790817415238052,0.03354913463455056,4.083849848333411,0.05811655539310481,0.1713961344648851,0.027194283244580224,0.13708024019479126,0.03626937898792252,5.28278935464319,0.07517845453708757,6.7937992881617175,0.0966813735380635,0.7645335585587171,0.1213034483323903,0.005929389172468422,5.663175536075387e-05,0.0199391061227232,0.00019043893851617205,ALMOND
ngc1511,39.188876226096696,35.092241607376586,2.7597296093008477,0.04093648569908425,4.472629116277761,0.06840172955265096,0.14932488779595587,0.04658136471322496,0.14439569498063065,0.046595230293452236,5.78570671308636,0.0884831573490372,7.633986441360661,0.11674964822594688,0.6660820455750283,0.20778191198950038,0.009179886827158028,7.163413393337314e-05,0.03086974599191187,0.00024088832035834817,ALMOND
ngc1511,47.895005277828076,33.90467372404406,4.681954071857035,0.03904077127658756,7.185139979781533,0.0601666571991666,0.13824534126797516,0.03660080263666534,0.172709236777564,0.033049720736841884,9.294558420726773,0.07783042667103313,11.750995857342197,0.0984000508670719,0.6166603642710697,0.16326238612836375,0.014582006188051826,5.663175536075387e-05,0.04903577087093624,0.00019043893851617205,ALMOND
ngc1511,54.08289078717737,62.46345501328908,3.5799244630228104,0.04362110189885051,5.656795092491215,0.06968164538646851,0.17478128094808199,0.05229448554024723,0.21511558404502767,0.07085216938803,7.317520968163343,0.0901388317721529,9.228163903543763,0.11367455143434545,0.77963342119635,0.23326599078740426,0.013667641591951968,9.247926924798194e-05,0.045960983201213064,0.0003109854843479199,ALMOND
ngc1511,67.25994794412165,67.27603233221157,5.747363619966563,0.05122892256913315,8.72900887666196,0.07768654952609139,0.3567530710643041,0.04843060565998261,0.2569276698818612,0.05657205428311468,11.29167743251733,0.10049382129043709,12.648277307685266,0.11256730693794223,1.5913409937691625,0.21603067889472352,0.022380100741078046,8.008939649217336e-05,0.07525888261569794,0.0002693213296535065,ALMOND
ngc1511,80.92634459990366,48.90839216634322,7.563214663717767,0.031722204539785887,10.957350014963138,0.046141933851850385,0.23684707044098602,0.029915288048020832,0.20586230685528953,0.03972592598172862,14.174216527027614,0.05968831519471297,15.395710937084326,0.06483208756597744,1.0564855162212106,0.13344082524421333,0.029219870342358453,4.829572324555364e-05,0.09825937861419744,0.00016240687245459975,ALMOND
ngc1511,94.99486117717802,134.3678880067862,13.503468762501143,0.055780817501325505,18.426987393112288,0.076666711737161,0.37983149326464627,0.08247263447702381,0.6083354921429418,0.09235330108440717,23.83679529211976,0.0991745788072633,23.437954811266014,0.09751517634920583,1.6942851372052734,0.3678793393870233,0.058995312822682694,0.00011326351072150779,0.1983870123716336,0.0003808778770323442,ALMOND
ngc1511,116.9101318741142,135.19954311164173,17.108765908827383,0.05703207610659203,22.915422333904523,0.07691468922871701,0.3086799007602773,0.0916711604867973,0.74414640092679,0.07731750340414485,29.642948114781007,0.09949535770492964,27.557826627174517,0.09249673167541551,1.3769046992839635,0.40891049709488775,0.06647188304036905,9.247926924798194e-05,0.22352891530096672,0.0003109854843479199,ALMOND
ngc1511,138.96061890262968,139.21316291036732,16.34939142189978,0.05363412929687436,22.149917913010814,0.0728226657133778,0.32251626613287954,0.05732526553131934,0.5230668034710106,0.05369498955138185,28.65270636843475,0.09420199505238122,26.612838913869584,0.0874954877720025,1.438623510439541,0.25570640428277597,0.06005996324367967,8.008939649217337e-05,0.2019671750343288,0.0002693213296535065,ALMOND
ngc1546,34.46048649952204,17.2896873975731,0.5383126332025512,0.0162704595261229,1.2931322192493515,0.03978684421427011,0.0005337814889116999,0.029400489990691496,0.08330376557026398,0.029098793916318845,1.896203017360371,0.05834201091528006,2.4426190121666793,0.0751540334895563,0.0026990281341922047,0.14866148656766082,0.0005111584653171911,3.3638538076047855e-05,0.0015163620743536103,9.97894133349949e-05,ALMOND
ngc1546,44.35152456823791,25.658217178378735,1.2327388190664121,0.010784642152990388,2.8062242594530225,0.025160605057699317,-0.07013392686568903,0.03217618400277678,0.07743648945961468,0.036024822536079575,4.114947279910458,0.03689461488842721,4.919922476748166,0.04411202202923253,-0.35462721301522476,0.16269658592227018,0.0009159568413335891,3.8842438026703415e-05,0.0027172047616996985,0.00011522688930246828,ALMOND
ngc1546,56.94110006465121,40.37216264770278,2.077099970291041,0.018195346868518026,4.4972406327681345,0.039512746061948295,-0.07152420360853284,0.03379504762369167,-0.027324201888063726,0.03461282724514872,6.5945934458278535,0.057940083149697647,7.62198136359698,0.06696671107930842,-0.36165704848385277,0.17088225468193063,0.0013454035622768696,4.757207676555064e-05,0.003991167269959871,0.00014112354171960437,ALMOND
ngc1546,68.92953349091947,46.0310871242993,3.4818700297869833,0.014938030678311712,7.107457013856711,0.030591151896152517,-0.00031373102046927236,0.03961280301967886,-0.05534470417236055,0.03967940888010177,10.42212175585384,0.044857775304435805,10.996252745696806,0.04732888814892197,-0.0015863585913063994,0.20029932106171935,0.002246545303316286,4.485138410139714e-05,0.00666442273268848,0.0001330525511133265,ALMOND
ngc1546,90.07918840611255,80.71907269018274,5.106342006925844,0.01989229155026772,9.885395763159163,0.0386227268015645,-0.034330593411141315,0.03522120536767346,0.1543793000128062,0.046651288003485766,14.495592171375117,0.05663499061397205,14.276521785389553,0.05577907185553787,-0.1735902038661966,0.17809351988082495,0.003186915259139774,6.017444624140639e-05,0.009454049499384934,0.00017850872932149804,ALMOND
ngc1546,124.6441889629559,111.91978981510611,8.043368568120057,0.02918451972742805,14.7559728776471,0.05401112949250265,0.06661555092432536,0.03977308384385364,0.10464575386140497,0.04004889677249153,21.63763293356381,0.07919999609489012,19.95113122505803,0.07302691195311733,0.3368367953074716,0.20110976964940128,0.005113936232195365,6.017444624140639e-05,0.015170596750954465,0.00017850872932149804,ALMOND
ngc1546,160.6207998904157,144.0552070437771,11.044439471086662,0.024344472354854638,18.997663900761502,0.042072322995192965,0.25218193212094775,0.05643898447531507,0.5235839088754801,0.05112848756461479,27.857497535969944,0.06169335557747919,22.895246311809217,0.05070392880496884,1.2751400036691454,0.2853797108526398,0.0075944482295850655,6.017444624140639e-05,0.022529086481701304,0.00017850872932149804,ALMOND
ngc1546,180.62746346924808,255.46499028849013,12.522852069232613,0.03865624337112247,21.276347509635354,0.06567793511006856,0.5490420331261703,0.08963070835188933,0.2261997901587165,0.08090654709190129,31.198877999960253,0.09630778421250993,25.164934926819612,0.07768161158414369,2.7761919906270114,0.4532113019178605,0.008653073108319196,9.514415353110128e-05,0.025669518903344773,0.00028224708343920873,ALMOND
ngc1546,269.30746850960816,220.67530406831384,18.43294784931686,0.03456116288602797,29.17161973169965,0.05470515859228427,0.7788640169216401,0.048131531920706246,0.648634342069272,0.049245815044055175,42.776223910535705,0.08021769564142663,28.63807664388831,0.05370461218783421,3.9382705059096006,0.24337366786663941,0.014263766709081908,5.4931502653000406e-05,0.042313756579689756,0.00016295542960161394,ALMOND
ngc1566,36.18673042870171,6.613950822086355,0.6189336011204128,0.0062581966005962105,1.1049987469572862,0.013372119426886549,0.013167906059449203,0.007027161742871012,0.01274139904977536,0.011049160327319545,4.183577497380157,0.05062747634840993,4.023744520148647,0.04869326088818442,0.171911430636647,0.09174195373798107,0.004974774439510996,3.154545735988068e-05,0.00571579466041033,3.6244328045460365e-05,ALMOND
ngc1566,53.76661503961054,19.431798167297796,0.9967794983493796,0.008199729418279747,1.7967285333579013,0.014930555852786097,-0.006036509904011073,0.012090273124735543,-0.006173169599459204,0.014350800323626926,6.8024991718361925,0.05652779033559215,6.17798262257991,0.05133814757846743,-0.07880866167830483,0.15784257119374004,0.005327931715716198,6.232304536363531e-05,0.006121556669957274,7.16064083389866e-05,ALMOND
ngc1566,79.97966893619112,25.151896187267642,2.109243593010056,0.00802912739040966,3.44844801936976,0.013630840649683751,0.03666351840665146,0.009773277518764972,0.02777200093247279,0.013744520692414556,13.055987234778442,0.05160700712957098,11.558472166816783,0.04568770976819846,0.4786545311763968,0.12759341634687696,0.012431139414223222,5.419230021028099e-05,0.014282826518184383,6.226454363782678e-05,ALMOND
ngc1566,120.19955720256213,40.91842011503243,2.864293364019821,0.006206878395441729,4.69041320860049,0.010477148325918957,0.05009942119967751,0.014504320713902272,0.05620674695299906,0.014864239796364545,17.75812615801472,0.039666978893617755,14.735360030945593,0.032914915128788726,0.6540647490664723,0.18935877223625872,0.013443164036336063,5.865371051113234e-05,0.015445597815981144,6.739050572627324e-05,ALMOND
ngc1566,179.22625740398604,59.32046594360515,5.427809063756753,0.010733918898865057,8.305580581064289,0.0166897781133883,0.10714948473464206,0.022236626772877754,0.1551076323565556,0.009160862366814227,31.44532074565449,0.06318828898557853,23.41260381551397,0.04704682098063819,1.3988724653373157,0.29030662155395737,0.021310221844412627,5.704645368453585e-05,0.024484497480538294,6.554383908860529e-05,ALMOND
ngc1566,259.2740917453705,92.2217595453272,8.194027735019631,0.01669052809144658,12.007649549942645,0.024900567571239082,0.17176465758801385,0.014793456801652689,0.27132051142594094,0.022756163883984,45.46152888579598,0.09427472605727465,28.967230818872952,0.06007008160564367,2.2424452213934156,0.19313354084938902,0.027551025274265815,6.134151874070746e-05,0.03165490316520923,7.047867788636068e-05,ALMOND
ngc1566,398.17365370024737,174.7692889359879,8.097667160649658,0.023583042172731845,12.168199059215386,0.03560711547048783,0.28066417908294605,0.01984512376836859,0.2795436089529955,0.02458761921210937,46.06937691825608,0.1348102225809203,24.654179339773442,0.07214413622832644,3.6641650036670725,0.2590847476264783,0.02214035093581931,7.572161466762884e-05,0.025438278900340717,8.700076879011729e-05,ALMOND
ngc1566,583.8492740741232,444.56869346101774,9.348669385284927,0.038722761826773575,13.718511007333902,0.056548987706790274,0.49548181385034695,0.050860954423787214,0.2901931998940199,0.03677796117002849,51.93893124845563,0.2140971409435452,24.203300103711484,0.09976827071807179,6.4686812837892385,0.6640068207552425,0.026052101028706833,0.00013115368383548586,0.029932705846858497,0.0001506897518420358,ALMOND
ngc1566,821.9379813096099,627.5896791801252,11.52042466889335,0.07714552931748662,16.963374102467842,0.11284850543709743,0.438801982674834,0.04529747036287182,0.2990724758274155,0.03220518933496441,64.22413633512387,0.4272497767618488,27.03923934614769,0.17987799655522635,5.728707075161444,0.5913736701299143,0.024888361906979777,0.0001311536838354859,0.028595621333991225,0.00015068975184203583,ALMOND
ngc1672,34.69970058883206,8.641867052189378,0.9138217728529668,0.014833473535739905,1.7621536584891464,0.030647132049923618,-0.005074869227498241,0.008498791002313391,0.01939192817997082,0.012976164168248108,5.64245536155991,0.09813280114277341,5.086548192223775,0.08846454074784788,-0.05603394683812547,0.09383902951263443,0.003645520299333542,3.463966000107725e-05,0.00495249928728567,4.705854785625951e-05,ALMOND
ngc1672,49.242264036815946,12.872906706387747,1.6111054970240546,0.01949526508823305,2.8545160294310277,0.03621425165545802,0.015109304127783338,0.010006482691460036,-0.01980003060337259,0.007568901240182945,9.140224064643345,0.11595884242774591,7.947525518220105,0.10082749096082858,0.1668287213530124,0.11048614142246657,0.006519783392365705,3.635836064165379e-05,0.008857232974357893,4.93934309452575e-05,ALMOND
ngc1672,65.46167801441368,17.113129717374033,2.0172964676844534,0.023160239591848087,3.5442114940679224,0.04270509248473339,-0.0023565917876732963,0.0070176034023818916,0.007218041253381822,0.00558536421840675,11.348644342600604,0.13674265969688132,9.415884394655556,0.11345435072719091,-0.026020205256549016,0.07748456134582271,0.007011707594764034,3.635836064165379e-05,0.009525520094366984,4.93934309452575e-05,ALMOND
ngc1672,91.5940880985965,23.335585997801807,2.6528892652472242,0.02203961423495364,4.348636789225868,0.03679461844327269,0.041782332080423826,0.009153468016965162,0.08342024570149606,0.009656858064972476,13.924432099685307,0.11781718984132158,11.28568815978938,0.09549029036824498,0.4613377940620411,0.1010676171649756,0.01138155085823802,3.5467816607582605e-05,0.015462024041927345,4.8183612227517715e-05,ALMOND
ngc1672,123.28252874922279,39.66950735680472,4.1170564216829515,0.03254622173634352,6.736128988457563,0.054046190527462054,0.05823544158928575,0.008490671799807718,0.11482999977441721,0.011857145843569936,21.5692354318689,0.173057108864746,15.375656136831754,0.12336397395000467,0.6430040838150701,0.09374938169292199,0.011137172569786689,4.471960876748646e-05,0.015130032117590902,6.075232404799928e-05,ALMOND
