Name,L_CO [K.km/s.pc2],L_HCN [K.km/s.pc2],L_TIR [Lsun],M_mol [Msun],M_dense [Msun],SFR [Msun/yr],Type,Target,Reference,Publication date
Gao07,,899994799.6372021,2700225286888.2393,,13499921994.558033,399.6333424594594,entire galaxies,NaN,2007ApJ...660L..93G,05/2007
Gao07,,599998272.533644,2099906703762.4282,,8999974088.00466,310.7861921568394,entire galaxies,NaN,2007ApJ...660L..93G,05/2007
Gao07,,6499949761.98144,16998085132034.947,,97499246429.72159,2515.7165995411724,entire galaxies,NaN,2007ApJ...660L..93G,05/2007
Gao07,,2999991332.7161436,5000345349769.783,,44999869990.74216,740.051111765928,entire galaxies,NaN,2007ApJ...660L..93G,05/2007
Gao07,,1199996557.0481133,3400165058040.706,,17999948355.7217,503.2244285900245,entire galaxies,NaN,2007ApJ...660L..93G,05/2007
Gao07,,599998272.533644,930036514753.9614,,8999974088.00466,137.6454041835863,entire galaxies,NaN,2007ApJ...660L..93G,05/2007
Gao07,,249999995.00797403,249976970217.85077,,3749999925.1196103,36.99659159224191,entire galaxies,NaN,2007ApJ...660L..93G,05/2007
Gao07,,28002705950.106384,21998851090492.47,,420040589251.59576,3255.8299613928857,entire galaxies,NaN,2007ApJ...660L..93G,05/2007
Gao07,,46004466639.347885,28002705950106.383,,690066999590.2183,4144.4004806157445,entire galaxies,NaN,2007ApJ...660L..93G,05/2007
Gao07,,3699985311.728588,6099580958722.38,,55499779675.92882,902.7379818909122,entire galaxies,NaN,2007ApJ...660L..93G,05/2007
Gao07,,39003178447.506645,55004725286763.29,,585047676712.5997,8140.6993424409675,entire galaxies,NaN,2007ApJ...660L..93G,05/2007
Gracia-Carpio08,,719995861.2751884,970063133783.9583,,10799937919.127827,143.56934380002582,entire galaxies,NaN,2008A&A...479..703G,03/2008
Gracia-Carpio08,,113998726.55699785,260015956316.52667,,1709980898.3549678,38.48236153484595,entire galaxies,NaN,2008A&A...479..703G,03/2008
Gracia-Carpio08,,200000001.99681082,340016505804.0706,,3000000029.9521623,50.32244285900245,entire galaxies,NaN,2008A&A...479..703G,03/2008
Gracia-Carpio08,,269997659.8401209,350025754158.43414,,4049964897.601814,51.803811615448254,entire galaxies,NaN,2008A&A...479..703G,03/2008
Gracia-Carpio08,,569993627.0941421,410015240506.61334,,8549904406.412131,60.68225559497878,entire galaxies,NaN,2008A&A...479..703G,03/2008
Gracia-Carpio08,,599998272.533644,460044666393.4788,,8999974088.00466,68.08661062623487,entire galaxies,NaN,2008A&A...479..703G,03/2008
Gracia-Carpio08,,649994976.198144,739945954312.7229,,9749924642.97216,109.51200123828299,entire galaxies,NaN,2008A&A...479..703G,03/2008
Gracia-Carpio08,,1019999596.593719,770016444356.8717,,15299993948.905785,113.96243376481702,entire galaxies,NaN,2008A&A...479..703G,03/2008
Gracia-Carpio08,,739997069.7338884,989919775080.5831,,11099956046.008326,146.5081267119263,entire galaxies,NaN,2008A&A...479..703G,03/2008
Gracia-Carpio08,,179998961.72455907,169980851320.34946,,2699984425.8683863,25.15716599541172,entire galaxies,NaN,2008A&A...479..703G,03/2008
Gracia-Carpio08,,1580010597.9413524,1510080154164.1494,,23700158969.120285,223.49186281629412,entire galaxies,NaN,2008A&A...479..703G,03/2008
Gracia-Carpio08,,1160005370.7847369,1729816359215.0996,,17400080561.771053,256.01282116383476,entire galaxies,NaN,2008A&A...479..703G,03/2008
Gracia-Carpio08,,1840009223.4017699,1850120434771.8623,,27600138351.026546,273.8178243462356,entire galaxies,NaN,2008A&A...479..703G,03/2008
Gracia-Carpio08,,74999781.82030028,169980851320.34946,,1124996727.3045042,25.15716599541172,entire galaxies,NaN,2008A&A...479..703G,03/2008
Gracia-Carpio08,,299999133.2716144,159992638286.86002,,4499986999.074216,23.67891046645528,entire galaxies,NaN,2008A&A...479..703G,03/2008
Gracia-Carpio08,,1269989118.9181108,1170038089423.0452,,19049836783.771664,173.1656372346107,entire galaxies,NaN,2008A&A...479..703G,03/2008
Gracia-Carpio08,,200000001.99681082,229985258668.62054,,3000000029.9521623,34.03781828295584,entire galaxies,NaN,2008A&A...479..703G,03/2008
Krips08,,2766941.645411513,1389152740.4103699,,41504124.68117269,0.20559460558073475,entire galaxies,NaN,2008ApJ...677..262K,04/2008
Krips08,,9042530.868752874,3133357871.7162194,,135637963.03129312,0.46373696501400047,entire galaxies,NaN,2008ApJ...677..262K,04/2008
Krips08,,142642847.5546706,65102849843.486,,2139642713.320059,9.635221776835929,entire galaxies,NaN,2008ApJ...677..262K,04/2008
Krips08,,3255667.1689354545,1695235350.1963007,,48835007.534031816,0.25089483182905253,entire galaxies,NaN,2008ApJ...677..262K,04/2008
Krips08,,6251870.880746463,2852068814.9560323,,93778063.21119694,0.4221061846134928,entire galaxies,NaN,2008ApJ...677..262K,04/2008
Krips08,,24116262.365889013,48786537919.74776,,361743935.4883352,7.220407612122668,entire galaxies,NaN,2008ApJ...677..262K,04/2008
Krips08,,6998419.960022731,15627877560.300095,,104976299.40034096,2.312925878924414,entire galaxies,NaN,2008ApJ...677..262K,04/2008
Krips08,,1129952012.5292833,944930789034.2998,,16949280187.939249,139.84975677707638,entire galaxies,NaN,2008ApJ...677..262K,04/2008
Krips08,,16497570.76844431,3846626329.9510455,,247463561.52666467,0.5693006968327547,entire galaxies,NaN,2008ApJ...677..262K,04/2008
Juneau09,,34673685.045253165,15848931924.611109,,520105275.6787975,2.345641924842444,entire galaxies,NaN,2009ApJ...707.1217J,12/2009
Juneau09,,309029543.2513592,354813389233.57605,,4635443148.770389,52.51238160656926,entire galaxies,NaN,2009ApJ...707.1217J,12/2009
Juneau09,,57543993.73371567,25118864315.09582,,863159906.005735,3.7175919186341817,entire galaxies,NaN,2009ApJ...707.1217J,12/2009
Juneau09,,28840315.031266056,10000000000.0,,432604725.46899086,1.48,entire galaxies,NaN,2009ApJ...707.1217J,12/2009
Juneau09,,58884365.53555884,17378008287.493763,,883265483.0333827,2.571945226549077,entire galaxies,NaN,2009ApJ...707.1217J,12/2009
Juneau09,,144543977.0745928,44668359215.09635,,2168159656.118892,6.6109171638342605,entire galaxies,NaN,2009ApJ...707.1217J,12/2009
Juneau09,,489778819.36844563,363078054770.10175,,7346682290.526685,53.73555210597506,entire galaxies,NaN,2009ApJ...707.1217J,12/2009
Juneau09,,131825673.85564047,85113803820.2376,,1977385107.8346071,12.596842965395165,entire galaxies,NaN,2009ApJ...707.1217J,12/2009
Juneau09,,691830970.9189363,691830970918.9363,,10377464563.784044,102.39098369600258,entire galaxies,NaN,2009ApJ...707.1217J,12/2009
Juneau09,,141253754.46227553,251188643150.95822,,2118806316.934133,37.175919186341815,entire galaxies,NaN,2009ApJ...707.1217J,12/2009
Juneau09,,281838293.12644494,186208713666.28656,,4227574396.896674,27.558889622610412,entire galaxies,NaN,2009ApJ...707.1217J,12/2009
Juneau09,,354813389.23357606,109647819614.31828,,5322200838.503641,16.227877302919108,entire galaxies,NaN,2009ApJ...707.1217J,12/2009
Juneau09,,954992586.0214369,691830970918.9363,,14324888790.321554,102.39098369600258,entire galaxies,NaN,2009ApJ...707.1217J,12/2009
Juneau09,,741310241.3009162,954992586021.4369,,11119653619.513742,141.33890273117265,entire galaxies,NaN,2009ApJ...707.1217J,12/2009
Juneau09,,1862087136.6628656,1778279410038.9229,,27931307049.942986,263.1853526857606,entire galaxies,NaN,2009ApJ...707.1217J,12/2009
Juneau09,,776247116.6286927,489778819368.4456,,11643706749.430391,72.48726526652996,entire galaxies,NaN,2009ApJ...707.1217J,12/2009
Juneau09,,158489319.2461111,87096358995.60797,,2377339788.6916666,12.89026113134998,entire galaxies,NaN,2009ApJ...707.1217J,12/2009
Juneau09,,389045144.99428046,165958690743.75632,,5835677174.9142065,24.561886230075935,entire galaxies,NaN,2009ApJ...707.1217J,12/2009
Juneau09,,407380277.8041122,112201845430.19653,,6110704167.061683,16.605873123669088,entire galaxies,NaN,2009ApJ...707.1217J,12/2009
Juneau09,,269153480.3926914,245470891568.50336,,4037302205.8903704,36.329691952138496,entire galaxies,NaN,2009ApJ...707.1217J,12/2009
Juneau09,,602559586.0743569,933254300796.9924,,9038393791.115355,138.1216365179549,entire galaxies,NaN,2009ApJ...707.1217J,12/2009
Juneau09,,426579518.8015934,169824365246.1746,,6398692782.023901,25.13400605643384,entire galaxies,NaN,2009ApJ...707.1217J,12/2009
Juneau09,,257039578.27688646,190546071796.32443,,3855593674.153297,28.200818625856016,entire galaxies,NaN,2009ApJ...707.1217J,12/2009
Juneau09,,1230268770.812381,1819700858609.9827,,18454031562.185715,269.31572707427745,entire galaxies,NaN,2009ApJ...707.1217J,12/2009
Juneau09,,1659586907.4375632,1548816618912.4795,,24893803611.563446,229.22485959904697,entire galaxies,NaN,2009ApJ...707.1217J,12/2009
Juneau09,,691830970.9189363,676082975391.9819,,10377464563.784044,100.06028035801333,entire galaxies,NaN,2009ApJ...707.1217J,12/2009
Juneau09,,162181009.7358933,301995172040.2019,,2432715146.0383997,44.69528546194989,entire galaxies,NaN,2009ApJ...707.1217J,12/2009
Juneau09,,104712854.80508985,194984459975.80414,,1570692822.0763476,28.857700076419015,entire galaxies,NaN,2009ApJ...707.1217J,12/2009
Juneau09,,93325430.07969905,85113803820.2376,,1399881451.1954858,12.596842965395165,entire galaxies,NaN,2009ApJ...707.1217J,12/2009
Juneau09,,1698243652.461746,1202264434617.413,,25473654786.92619,177.93513632337715,entire galaxies,NaN,2009ApJ...707.1217J,12/2009
Juneau09,,891250938.1337441,301995172040.2019,,13368764072.006163,44.69528546194989,entire galaxies,NaN,2009ApJ...707.1217J,12/2009
Juneau09,,194984459.97580415,301995172040.2019,,2924766899.637062,44.69528546194989,entire galaxies,NaN,2009ApJ...707.1217J,12/2009
Wu10,,104.71285480508996,60255.95860743581,,1570.6928220763493,8.9178818739005e-06,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,478.6300923226385,2089296.1308540408,,7179.451384839578,0.00030921582736639805,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,181.97008586099827,144543.9770745928,,2729.551287914974,2.1392508607039735e-05,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,263.02679918953817,512861.3839913648,,3945.4019878430727,7.590348483072199e-05,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,181.97008586099827,512861.3839913648,,2729.551287914974,7.590348483072199e-05,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,128.82495516931337,194984.45997580455,,1932.3743275397005,2.8857700076419075e-05,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,1.9498445997580451,501187.2336272725,,29.247668996370678,7.417571057683633e-05,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,245.4708915685031,50118.72336272725,,3682.0633735275464,7.417571057683634e-06,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,8.511380382023766,83176.37711026709,,127.6707057303565,1.2310103812319529e-05,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,251.18864315095797,194984.45997580455,,3767.8296472643697,2.8857700076419075e-05,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,36.30780547701014,22387.21138568338,,544.6170821551522,3.31330728508114e-06,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,72.44359600749902,29512.09226666384,,1086.6539401124853,4.367789655466249e-06,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,2.3988329190194904,295.1209226666387,,35.982493785292355,4.367789655466253e-08,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,3.019951720402016,1445.439770745928,,45.29927580603024,2.1392508607039736e-07,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,54.954087385762456,60255.95860743581,,824.3113107864368,8.9178818739005e-06,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,4.466835921509632,2951.209226666387,,67.00253882264448,4.3677896554662533e-07,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,16.982436524617444,9120.108393559096,,254.73654786926167,1.3497760422467463e-06,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,2.5703957827688635,269.1534803926917,,38.55593674153295,3.983471509811837e-08,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,9.772372209558107,3630.780547701014,,146.5855831433716,5.373555210597501e-07,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,4.265795188015927,933.2543007969915,,63.986927820238904,1.3812163651795475e-07,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,48.97788193684461,107151.9305237607,,734.6682290526692,1.5858485717516585e-05,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,1.288249551693134,89.12509381337455,,19.32374327539701,1.3190513884379433e-08,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,54.954087385762456,33884.415613920275,,824.3113107864368,5.0148935108602005e-06,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,2511.88643150958,3981071.7055349695,,37678.2964726437,0.0005891986124191755,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,25.703957827688633,36307.8054770101,,385.5593674153295,5.373555210597495e-06,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,30.902954325135905,13803.842646028837,,463.5443148770386,2.042968711612268e-06,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,22.908676527677734,5248.074602497728,,343.630147915166,7.767150411696638e-07,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,30.902954325135905,10715.193052376071,,463.5443148770386,1.5858485717516586e-06,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,91.20108393559097,123026.87708123811,,1368.0162590338646,1.820797780802324e-05,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,22.908676527677734,5754.399373371566,,343.630147915166,8.516511072589918e-07,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,3.3884415613920256,707.945784384138,,50.82662342088038,1.0477597608885244e-07,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,23.9883291901949,18197.008586099826,,359.8249378529235,2.6931572707427743e-06,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,218.77616239495518,562341.3251903491,,3281.642435924328,8.322651612817167e-05,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,602.5595860743575,1122018.4543019629,,9038.393791115363,0.00016605873123669052,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,28.84031503126606,18620.871366628657,,432.60472546899086,2.7558889622610413e-06,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,1071.519305237606,954992.5860214368,,16072.78957856409,0.00014133890273117266,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,776.247116628692,194984.45997580455,,11643.70674943038,2.8857700076419075e-05,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,169.82436524617444,229086.76527677747,,2547.3654786926168,3.3904841260963065e-05,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,758.5775750291835,1737800.8287493763,,11378.663625437754,0.0002571945226549077,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,147.91083881682073,301995.1720402019,,2218.662582252311,4.469528546194988e-05,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,25.118864315095795,47863.0092322638,,376.78296472643694,7.083725366375043e-06,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,2754.2287033381663,4897788.193684466,,41313.430550072495,0.000724872652665301,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,1318.2567385564075,1148153.6214968818,,19773.851078346113,0.00016992673598153853,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,33.884415613920254,12589.254117941662,,508.2662342088038,1.863209609455366e-06,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,102.32929922807536,53703.17963702533,,1534.9394884211304,7.948070586279749e-06,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,52.48074602497726,281838.2931264455,,787.2111903746588,4.1712067382713934e-05,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Wu10,,165.95869074375614,66069.34480075965,,2489.380361156342,9.778263030512429e-06,clouds and clumps,NaN,2010ApJS..188..313W,06/2010
Lada12,,5.0163354799999995,20270.27027027027,,75.2450322,3e-06,clouds and clumps,MW clouds,2012ApJ...745..190L,02/2012
