Galaxy,P_DE (SL24) [kB.K/cm3],e_P_DE (SL24) [kB.K/cm3],W_CO21 [K.km/s],e_W_CO21 [K.km/s],W_CO10 [K.km/s],e_W_CO10 [K.km/s],W_HCN [K.km/s],e_W_HCN [K.km/s],W_HCOP [K.km/s],e_W_HCOP [K.km/s],SD_mol_MW [Msun/pc2],e_SD_mol_MW [Msun/pc2],SD_mol_SL24 [Msun/pc2],e_SD_mol_SL24 [Msun/pc2],SD_dense [Msun/pc2],e_SD_dense [Msun/pc2],SD_SFR [Msun/yr/kpc2],e_SD_SFR [Msun/yr/kpc2],SD_SFR [Msun/yr/kpc2] (no inclination correction),e_SD_SFR [Msun/yr/kpc2] (no inclination correction),Survey
ngc1511,28937.723687897273,17476.604030419014,2.217923791236403,0.11969417161974732,4.007966117085915,0.29023656125214864,0.0731811629587107,0.03732092303140881,0.05730155716181882,0.02753335326483915,5.184627624287585,0.37544441471980367,10.574037163133362,0.7657180961927942,0.3264335867956879,0.16647457180397904,0.006868602177540987,4.829572324555362e-05,0.023097453000499063,0.0001624068724545997,ALMOND
ngc1511,40777.49552355689,28961.122481040766,4.118577692024701,0.08975390834853415,6.592329537513732,0.2081496830645036,0.11607977753328669,0.0380994923619477,0.10802820341723418,0.038166476333409693,8.527710272523752,0.2692584131892744,12.313309938634308,0.38878692981242596,0.5177881384040779,0.16994747615342645,0.013094408499853927,5.663175536075388e-05,0.0440333385275474,0.00019043893851617205,ALMOND
ngc1511,51997.429962823044,30086.615674971123,4.796019147906918,0.06771119069568704,7.2964840044969765,0.15470919762394952,0.15284075145549042,0.029796809064776084,0.19576130300606565,0.0350568849229277,9.438590902408222,0.20012883250512317,13.590485865334806,0.2881625125539527,0.6817649882704595,0.13291233515336426,0.020902758442413044,4.623963462399097e-05,0.07029093667458065,0.00015549274217395995,ALMOND
ngc1511,70646.94606472786,44911.48336299518,7.235862631583586,0.1343801497392411,10.53840721829529,0.2845782177674963,0.19922552891421222,0.035822069810534006,0.2855198060797193,0.0338868238640478,13.632280209916315,0.36812489078142124,20.049888236701097,0.5414254111316131,0.8886699986091623,0.15978875248669808,0.03481608269712274,5.065298186871352e-05,0.11707809143288855,0.00017033376483402548,ALMOND
ngc1511,96982.28203426728,64858.241181896425,11.585354144885462,0.036793565557113314,16.061642864563083,0.05087083988515975,0.3176836436776082,0.033485759503327626,0.4301254027238125,0.04529476319891721,20.777031255843394,0.06580553678210056,20.391120495908012,0.0645832705018593,1.4170670030280144,0.14936735273551613,0.04759610342889508,5.3392930994782257e-05,0.16005421969996403,0.00017954755310233773,ALMOND
ngc1511,153207.08309105856,177052.35720478668,11.276652868837118,0.3679798458975102,15.408998767735838,0.8992866714853287,0.1513183476708946,0.05020274218858044,0.6344849155235956,0.061224480335404174,19.93278344675788,1.1632998840135966,43.062643380376954,2.51318478342569,0.6749741187643636,0.22393551205032985,0.04312821849498993,9.247926924798194e-05,0.14502979994102883,0.0003109854843479199,ALMOND
ngc1511,195712.20389805213,226558.94119497357,21.587269846640993,0.06151638522010201,28.773337397511035,0.08206893660001335,0.3862061385977238,0.07139695874354639,0.7132951948733535,0.06855378424455347,37.22063399641384,0.10616279263900143,37.24346628447327,0.10622791617942691,1.7227200275034906,0.3184749242384847,0.07757359059321166,9.247926924798194e-05,0.26086128101367545,0.0003109854843479199,ALMOND
ngc1566,12048.54424957869,2760.3273834120446,0.19732670413109837,0.009005140609590859,0.3959366434159035,0.019758609868148026,0.0068223379181385005,0.005739878628916267,-0.0014377446873899695,0.007951058542134112,1.499034850803351,0.0748070310952967,1.4695878341744875,0.0733375229731616,0.08906791000017902,0.07493604088021462,0.0033631167644646368,3.954432355956424e-05,0.003864071643528221,4.5434669691981746e-05,ALMOND
ngc1566,17876.75349713596,4148.356333999427,0.6583322198833532,0.005919088452719509,1.270142631630574,0.01268880174030561,0.009230245255578967,0.00946639560102193,0.018885065027556415,0.011457554685257668,4.808820052316572,0.04804040328157288,4.578810110232867,0.04574259004334423,0.12050394799673084,0.1235869699705477,0.004105211243822102,4.0068112256561336e-05,0.004716705207965431,4.6036479618016016e-05,ALMOND
ngc1566,24794.3473276295,6286.641761278215,1.0592254411693873,0.004983953700369052,1.9298069342622899,0.011940286969551631,0.0181363236677657,0.011590772620844595,-0.011013691087804372,0.01095567311402304,7.306340289252822,0.04520649097171208,6.7156065587662495,0.04155144644918848,0.23677578911474237,0.151321424563445,0.005545165332770149,4.37178946118286e-05,0.00637114843808991,5.022991728067858e-05,ALMOND
ngc1566,35072.8277087969,15768.469601228602,1.782359619771114,0.012101826093279557,3.1054152986327628,0.021108092409301667,0.06292239999123694,0.014105016157100999,0.039963400165106584,0.017874601341050785,11.757249136394094,0.07991623579604737,10.156038169697258,0.06903250341194252,0.8214730385187266,0.18414571730485754,0.008679898009722884,7.759156574181567e-05,0.009972816918661555,8.914925943929661e-05,ALMOND
ngc1566,52179.23311554803,21000.058827664532,2.5994757218170097,0.011257429892080284,4.373937216995392,0.01926095975824597,0.010683507078647386,0.01633946574068656,0.07127029226921876,0.014117410415583965,16.559933091655218,0.07292290425163479,13.93158809615016,0.06134879043205286,0.13947676857772487,0.21331720614032101,0.011258668863245065,6.940000619173749e-05,0.012935709981293102,7.973752170001279e-05,ALMOND
ngc1566,74097.0224802749,33307.075359112365,3.8654016910550126,0.015846645108583034,6.197066714134865,0.025759354223341677,0.08930804471219744,0.019304854696157503,0.07181404599486996,0.02223262886103513,23.462387560535745,0.09752613292328238,18.461837050456456,0.07674033895933491,1.1659464811277442,0.25203135366139207,0.016329127742940493,7.759156574181567e-05,0.018761441809496772,8.914925943929661e-05,ALMOND
ngc1566,109744.02501609016,35787.26070630703,5.963170911357003,0.015134955118339215,9.110874183879819,0.02270939563098836,0.1807018320477925,0.01739809797121819,0.14189890264889837,0.01936942963943188,34.49420039805239,0.08597884549870774,24.019111027693377,0.05986906239992035,2.35912303184357,0.2271380050165525,0.02296650299997517,5.629083815453689e-05,0.02638749089264427,6.467567043810548e-05,ALMOND
ngc1566,157291.83018004565,45618.788285501025,8.969544587737323,0.011343057990153255,13.146754830203896,0.01657538039686133,0.23131580121879364,0.010638415801360372,0.308012676487266,0.008959641010313194,49.77423533073107,0.06275517382238782,30.854935825144295,0.03890179021575161,3.0199053772751796,0.13888808682736548,0.030069271315637885,5.008514032070169e-05,0.03454825590951753,5.754559952252004e-05,ALMOND
ngc1566,211126.3528408212,113352.73707059244,12.183151138347705,0.06590278610983037,17.29528980898519,0.0932289110824251,0.3828085516319593,0.022821098336118385,0.46098511260814645,0.030353373194614695,65.48078489208977,0.3529690649728546,37.33893702408418,0.20127262845414376,4.997694050510685,0.29793709386667805,0.035506899967425815,9.273965921766855e-05,0.04079584948206929,0.00010655374538282158,ALMOND
ngc1566,307746.483678922,311572.89523171,20.188954611076042,0.12501618960160654,27.28759240481444,0.16803119483855333,0.9867656075357445,0.050716145957914176,1.2070400993980002,0.05651364895584872,103.31211492937217,0.6361740477264505,39.63098205206491,0.2440391650550606,12.882556006144963,0.6621162976588488,0.05050357481133298,0.0001735000154793438,0.058026362149321054,0.00019934380425003207,ALMOND
ngc1672,12872.035888878472,3491.78129641284,1.0086083639367147,0.03889797194731354,2.0587251496848107,0.08380120333694527,-0.003323694035543667,0.008291743407065962,-0.01607958778206673,0.008192596695110802,6.592083898504606,0.2683333242795248,5.479812552511214,0.22305788902012624,-0.03669842247061392,0.09155292253628274,0.0036846516827991065,3.765728057684197e-05,0.0050056599153472225,5.1158035041533315e-05,ALMOND
ngc1672,19625.96453196204,4167.382283009329,1.6069116241460506,0.026054732732565342,2.9670996050053993,0.048818466097980726,-0.016933333185180446,0.006670642337579968,0.013786073502956242,0.005102686478288989,9.50071918750786,0.15631781851184043,7.911176172548266,0.13016465140677258,-0.1869686584925889,0.07365360590865286,0.005365099803551925,2.943805038161872e-05,0.007288576326996431,3.9992075633401187e-05,ALMOND
ngc1672,29942.710914706397,7597.462983506196,2.1790689032105357,0.02733140651144326,3.769026743846475,0.04820510135846507,0.003144802330899396,0.00782384013111091,0.02671992922468494,0.008358139648122454,12.068507792284686,0.15435381092010791,9.905851395821706,0.1266938663561069,0.034723197530135946,0.08638658895901832,0.007886820288897565,3.5185200019137954e-05,0.010714375082990495,4.779967294370599e-05,ALMOND
ngc1672,47555.32288575643,14121.015594451404,3.303541672639174,0.01880151061961728,5.404209528868503,0.03136382018060482,0.055153991362993295,0.008756121765455371,0.06799429183442755,0.009730103507475014,17.30439958187395,0.10042765254012302,14.140902582740765,0.08206801076593183,0.6089803857798952,0.09668033589026107,0.012098937529350902,4.117668528912008e-05,0.016436605634037614,5.593920422948534e-05,ALMOND
ngc1672,69101.45859031477,20728.0161618731,4.926664280188662,0.024061997683963946,7.8208168147034325,0.03842268227098343,0.11995603662287774,0.017831758165931133,0.16686149775230458,0.019841038941126238,25.042430071471024,0.12303028657064112,19.79405763872678,0.0972456976714358,1.3244893371079272,0.19688857866248163,0.015465439247000041,4.163169009950765e-05,0.021010053588874502,5.6557335748206534e-05,ALMOND
ngc1672,106264.15339011648,71167.89385769695,10.048035688264969,0.044813762196213226,15.671368136822421,0.07006109792349331,0.24439767909724547,0.017971656032704536,0.2365329626768976,0.013412108419525962,50.1800706996276,0.22433719994323842,30.821830407115627,0.13779341149292157,2.6985062952345897,0.19843325484587412,0.01769706059829516,9.30912890807041e-05,0.024041747899780152,0.00012646604735926876,ALMOND
ngc1672,194483.4753836736,159702.3590165295,19.30015109572196,0.069639172516232,27.637100746685086,0.09978673588131169,0.6850711404877075,0.023495634340363458,0.7421393794265897,0.01774043505710224,88.49461369890243,0.31951935642707613,46.42056502962199,0.16760646149280853,7.564183064741936,0.25942601996957915,0.035535472936889904,0.00011401307887282419,0.048275524463676715,0.00015488864290843024,ALMOND
ngc1672,274069.7573672739,209140.65913222628,27.465595847627682,0.13315023362388928,36.26869350580383,0.1746609751605056,1.1521796742610086,0.016685181973713156,1.2240722906504484,0.019803614432744823,116.13316644818372,0.5592683424637609,55.911362833588484,0.26925516778002223,12.721741530931391,0.1842287077336943,0.06647517369031297,0.00010555560005741385,0.09030761682595824,0.00014339901883111795,ALMOND
ngc1672,423458.5951874337,382385.7385857071,42.99045095499605,0.18116305915993977,51.61373016875682,0.21268581043549017,2.7839568429917567,0.036883854732075574,2.7677405874710526,0.026107565723876416,165.26831648183543,0.6810247140696997,71.37453676983161,0.29411459213886476,30.738937841899254,0.40725147045042387,0.1397396955640823,0.00012489507029852295,0.1898386748287079,0.0001696720072446196,ALMOND
ngc1672,637163.1213507962,578353.1602337697,63.27264525182545,0.35505585579772514,69.18170698392755,0.38703145694861774,5.1748257909785025,0.06044024877215683,4.964531322584662,0.050957885659885,221.5213705188542,1.2392833671635919,86.91060713231268,0.48621435303009447,57.13761286637026,0.6673483659896511,0.28212403270389197,0.00012489507029852295,0.3832701387364699,0.0001696720072446196,ALMOND
ngc2566,12299.80140601006,2784.0459209584033,1.0408027606135415,0.034679988610421916,2.0906653295901245,0.07975595785660092,-0.004397835175064134,0.008212576458383573,0.03434886126025147,0.011743214280395275,6.0261279125075085,0.2298883503858845,6.2233482397087005,0.2374120299926091,-0.04371140633618795,0.08162726713244331,0.002998180077656354,8.282651032306332e-05,0.004524734930266098,0.0001249984973230035,ALMOND
ngc2566,18508.04985487529,5443.145257869334,1.372719160773023,0.04425636629560286,2.674424574878484,0.10389844699578753,0.003893291653552528,0.012718456907044193,0.052983749510676324,0.013221396877978934,7.708753932285704,0.299476593716817,8.326289090836777,0.32346715398216647,0.038696596547923574,0.12641256793463104,0.0033989537101906204,0.00010738261618607774,0.0051295666639473315,0.0001620576022039041,ALMOND
ngc2566,27612.045982054493,8111.891720480854,1.871022966439109,0.0626745218615882,3.6539629884429967,0.14521063400957954,0.02023915783033868,0.014615496432141138,0.001348872719585841,0.013205421459818886,10.532172722375691,0.4185547262935645,11.119085518054602,0.4418789853072513,0.20116307606077405,0.1452678142584345,0.004046664169792295,0.00010738261618607774,0.006107065701813435,0.0001620576022039041,ALMOND
ngc2566,42609.03152521011,16217.708552254344,2.718318843565482,0.09503914718880903,4.921481260667853,0.2123811701227269,0.048926464471930685,0.017165930605235594,0.02549301397656174,0.020202507160523214,14.185663853529126,0.6121668921627367,15.377413040108554,0.6635955319020252,0.48629484371124415,0.1706173464796382,0.0055627836590959835,0.00013912458884182918,0.008395133340856656,0.00020996133337114584,ALMOND
ngc2566,61469.294044290276,24731.726057942018,4.783041435200721,0.12779518132471054,8.435263732333187,0.2679050563757012,0.08024738334861468,0.02437132073825829,0.0698032475643231,0.01724319036863989,24.313780645485185,0.7722087869721453,23.599976295618884,0.7495382694091743,0.7976028753546875,0.24223388583998864,0.013978353461309136,0.0001472356253318367,0.021095578829751962,0.0002222021892158315,ALMOND
ngc2566,91521.33356791505,64931.39247456408,4.007028974592686,0.32827359722416116,7.33408220410441,0.663912019574049,0.0596432395195734,0.02474324371531314,0.0391166132590115,0.023135949568224325,21.13973808110303,1.9136581527320633,17.898050514618404,1.6202069369973326,0.5928120936930376,0.24593054015481808,0.020132686422127264,0.00026027827276095886,0.030383455007646273,0.00039280168697252696,ALMOND
ngc2566,127458.90111521719,180452.82094165598,11.991542737669079,0.06272118328697883,18.581208013722033,0.09715706456294992,0.3383775959810009,0.07309331761992792,0.5630817274322908,0.07051416499742609,53.558422132322264,0.28004525180262607,39.110058605632176,0.20449792533413508,3.363236684460843,0.7264964646834727,0.045316557953269096,0.0005205565455219175,0.06838995903503786,0.0007856033739450536,ALMOND
ngc2566,222502.49738128818,158738.61941504668,23.065131938351442,0.038017969095848085,31.515372980510996,0.052102787320601925,1.1119364061323722,0.037150055921726294,1.3407515057554065,0.03763668383727904,90.83982314289169,0.15018092879249928,53.08500397644231,0.08776277767070345,11.051870325663995,0.36924557769107436,0.13632019825153302,0.00026027827276095886,0.20572905787956108,0.00039280168697252696,ALMOND
ngc2566,336642.1212684129,337988.8527897419,36.80496675078757,0.058748404807143786,44.98584027058519,0.07170449914329523,2.618632369694751,0.06258922542256706,2.8831662202082953,0.049595726571864875,129.66706047367472,0.20668084825632782,67.4674038449635,0.1075386470965791,26.027374605996403,0.6220931335093057,0.25404299074600517,0.0003680890633295917,0.38339164568001904,0.0005555054730395787,ALMOND
